,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,-1000000.0,-7000000.0,-4000000.0,-14000000.0,-14000000.0,-16000000.0,-30000000.0
Change To Liabilities,-5000000.0,-42000000.0,6000000.0,256000000.0,143000000.0,-240000000.0,-2000000.0
Total Cashflows From Investing Activities,-100000000.0,-96000000.0,-180000000.0,-70000000.0,-946000000.0,-95000000.0,-154000000.0
Total Cash From Financing Activities,-131000000.0,-50000000.0,-169000000.0,-110000000.0,1028000000.0,-85000000.0,-113000000.0
Net Income,-397000000.0,34000000.0,231000000.0,79000000.0,-14000000.0,196000000.0,235000000.0
Change In Cash,129000000.0,22000000.0,23000000.0,412000000.0,262000000.0,-136000000.0,84000000.0
Repurchase Of Stock,,,,-43000000.0,-43000000.0,-43000000.0,-43000000.0
Effect Of Exchange Rate,32000000.0,13000000.0,44000000.0,15000000.0,3000000.0,-24000000.0,-11000000.0
Total Cash From Operating Activities,318000000.0,155000000.0,328000000.0,577000000.0,177000000.0,68000000.0,362000000.0
Depreciation,-71000000.0,164000000.0,167000000.0,173000000.0,-74000000.0,165000000.0,168000000.0
Other Cashflows From Investing Activities,1000000.0,3000000.0,-8000000.0,4000000.0,24000000.0,24000000.0,4000000.0
Dividends Paid,-17000000.0,-59000000.0,-59000000.0,-45000000.0,-14000000.0,-59000000.0,-59000000.0
Change To Inventory,56000000.0,2000000.0,25000000.0,-48000000.0,27000000.0,-59000000.0,65000000.0
Change To Account Receivables,123000000.0,-46000000.0,-126000000.0,105000000.0,-99000000.0,9000000.0,-231000000.0
Other Cashflows From Financing Activities,-50000000.0,-54000000.0,-4000000.0,-6000000.0,-77000000.0,-80000000.0,-11000000.0
Change To Netincome,381000000.0,43000000.0,25000000.0,12000000.0,-56000000.0,-3000000.0,127000000.0
Capital Expenditures,-103000000.0,-93000000.0,-80000000.0,-80000000.0,-137000000.0,-103000000.0,-107000000.0
Net Borrowings,-64000000.0,4000000.0,-106000000.0,-59000000.0,1119000000.0,-5000000.0,
