,2017-06-30,2018-06-30,2019-06-30,2020-06-30
Intangible Assets,2587000000.0,3126000000.0,2939000000.0,2345000000.0
Capital Surplus,12395000000.0,12322000000.0,12243000000.0,12148000000.0
Total Liab,3459000000.0,5849000000.0,5400000000.0,5872000000.0
Total Stockholder Equity,10789000000.0,9291000000.0,9144000000.0,7582000000.0
Minority Interest,284000000.0,1186000000.0,1167000000.0,807000000.0
Other Current Liab,771000000.0,701000000.0,941000000.0,936000000.0
Total Assets,14552000000.0,16346000000.0,15711000000.0,14261000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0
Other Current Assets,315000000.0,372000000.0,462000000.0,327000000.0
Retained Earnings,-648000000.0,-2163000000.0,-1979000000.0,-3241000000.0
Other Liab,731000000.0,1032000000.0,1020000000.0,827000000.0
Good Will,3838000000.0,5218000000.0,5147000000.0,3951000000.0
Treasury Stock,-964000000.0,-874000000.0,-1126000000.0,-1331000000.0
Other Assets,967000000.0,995000000.0,1095000000.0,1249000000.0
Cash,2016000000.0,2034000000.0,1643000000.0,1517000000.0
Total Current Liabilities,2452000000.0,3295000000.0,3340000000.0,2682000000.0
Deferred Long Term Asset Charges,525000000.0,279000000.0,269000000.0,332000000.0
Short Long Term Debt,103000000.0,462000000.0,449000000.0,48000000.0
Other Stockholder Equity,-964000000.0,-874000000.0,-1126000000.0,-1331000000.0
Property Plant Equipment,1318000000.0,2105000000.0,2041000000.0,2836000000.0
Total Current Assets,3815000000.0,4394000000.0,4050000000.0,3461000000.0
Long Term Investments,2027000000.0,508000000.0,439000000.0,419000000.0
Net Tangible Assets,4364000000.0,947000000.0,1058000000.0,1286000000.0
Net Receivables,1276000000.0,1612000000.0,1544000000.0,1269000000.0
Long Term Debt,276000000.0,1522000000.0,1040000000.0,1127000000.0
Inventory,208000000.0,376000000.0,348000000.0,348000000.0
Accounts Payable,222000000.0,605000000.0,411000000.0,351000000.0
