,2017-12-29,2018-12-28,2020-01-03,2021-01-01
Intangible Assets,856000000.0,652000000.0,530000000.0,1216000000.0
Capital Surplus,3344000000.0,2966000000.0,2587000000.0,2580000000.0
Total Liab,5607000000.0,5459000000.0,5950000000.0,8640000000.0
Total Stockholder Equity,3370000000.0,3308000000.0,3413000000.0,3862000000.0
Minority Interest,13000000.0,3000000.0,4000000.0,9000000.0
Deferred Long Term Liab,24000000.0,22000000.0,207000000.0,187000000.0
Other Current Liab,356000000.0,317000000.0,423000000.0,505000000.0
Total Assets,8990000000.0,8770000000.0,9367000000.0,12511000000.0
Other Current Assets,453000000.0,635000000.0,338000000.0,402000000.0
Retained Earnings,-7000000.0,372000000.0,896000000.0,1328000000.0
Other Liab,349000000.0,313000000.0,291000000.0,422000000.0
Good Will,4974000000.0,4860000000.0,4912000000.0,6313000000.0
Treasury Stock,33000000.0,-30000000.0,-70000000.0,-46000000.0
Other Assets,180000000.0,156000000.0,407000000.0,443000000.0
Cash,390000000.0,327000000.0,668000000.0,524000000.0
Total Current Liabilities,2202000000.0,2059000000.0,2333000000.0,2907000000.0
Deferred Long Term Asset Charges,,,,9000000.0
Short Long Term Debt,55000000.0,69000000.0,56000000.0,94000000.0
Other Stockholder Equity,33000000.0,-30000000.0,-70000000.0,-46000000.0
Property Plant Equipment,232000000.0,237000000.0,687000000.0,1185000000.0
Total Current Assets,2674000000.0,2839000000.0,2812000000.0,3339000000.0
Long Term Investments,74000000.0,26000000.0,19000000.0,15000000.0
Net Tangible Assets,-2460000000.0,-2204000000.0,-2029000000.0,-3667000000.0
Net Receivables,1831000000.0,1877000000.0,1734000000.0,2137000000.0
Long Term Debt,3056000000.0,3087000000.0,2998000000.0,4742000000.0
Inventory,76000000.0,,72000000.0,276000000.0
Accounts Payable,557000000.0,547000000.0,592000000.0,731000000.0
