,2017-12-29,2018-12-28,2020-01-03,2021-01-01
Change To Liabilities,152000000.0,-14000000.0,-71000000.0,151000000.0
Total Cashflows From Investing Activities,-71000000.0,-114000000.0,65000000.0,-2815000000.0
Net Borrowings,-209000000.0,-59000000.0,-80000000.0,1769000000.0
Total Cash From Financing Activities,-429000000.0,-707000000.0,-709000000.0,1451000000.0
Change To Operating Activities,-105000000.0,-29000000.0,12000000.0,265000000.0
Issuance Of Stock,13000000.0,14000000.0,27000000.0,35000000.0
Net Income,366000000.0,581000000.0,667000000.0,628000000.0
Change In Cash,26000000.0,-53000000.0,348000000.0,-30000000.0
Repurchase Of Stock,-31000000.0,-438000000.0,-458000000.0,-105000000.0
Total Cash From Operating Activities,526000000.0,768000000.0,992000000.0,1334000000.0
Depreciation,336000000.0,257000000.0,234000000.0,282000000.0
Other Cashflows From Investing Activities,2000000.0,40000000.0,6000000.0,11000000.0
Dividends Paid,-198000000.0,-198000000.0,-198000000.0,-196000000.0
Change To Account Receivables,-191000000.0,-58000000.0,116000000.0,-127000000.0
Other Cashflows From Financing Activities,-4000000.0,-26000000.0,-52000000.0,-52000000.0
Change To Netincome,251000000.0,21000000.0,121000000.0,121000000.0
Capital Expenditures,-81000000.0,-73000000.0,-121000000.0,-183000000.0
Change To Inventory,-76000000.0,,,
