,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,612483000.0,554320000.0,529782000.0,456708000.0
Capital Surplus,2288781000.0,2327913000.0,2285394000.0,2151774000.0
Total Liab,2696326000.0,2810808000.0,2934872000.0,2718213000.0
Total Stockholder Equity,3331892000.0,3155291000.0,2901282000.0,2651028000.0
Other Current Liab,1162126000.0,1297218000.0,1369285000.0,1167082000.0
Total Assets,6028218000.0,5966099000.0,5836154000.0,5369241000.0
Common Stock,1376000.0,1375000.0,1373000.0,1367000.0
Other Current Assets,597789000.0,833057000.0,539269000.0,513617000.0
Retained Earnings,1870971000.0,1652159000.0,1469911000.0,1370590000.0
Other Liab,301940000.0,312184000.0,458244000.0,415967000.0
Good Will,535306000.0,534535000.0,521000000.0,389825000.0
Treasury Stock,-829236000.0,-826156000.0,-855396000.0,-872703000.0
Other Assets,318209000.0,369100000.0,557996000.0,543489000.0
Cash,1422884000.0,1649832000.0,1345099000.0,1404124000.0
Total Current Liabilities,2234715000.0,2341789000.0,2325835000.0,2148740000.0
Deferred Long Term Asset Charges,90206000.0,127312000.0,117692000.0,120892000.0
Other Stockholder Equity,-8664000.0,-5584000.0,-34824000.0,-52131000.0
Property Plant Equipment,314127000.0,297007000.0,289714000.0,286922000.0
Total Current Assets,4220515000.0,4159959000.0,3932098000.0,3686933000.0
Long Term Investments,27578000.0,51178000.0,5564000.0,5364000.0
Net Tangible Assets,2184103000.0,2066436000.0,1850500000.0,1804495000.0
Short Term Investments,1308692000.0,772683000.0,1040786000.0,880825000.0
Net Receivables,658316000.0,686596000.0,885871000.0,777902000.0
Inventory,17742000.0,26733000.0,26934000.0,19486000.0
Accounts Payable,71001000.0,100159000.0,85103000.0,56410000.0
