,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-238560000.0,-163561000.0,280954000.0,-514165000.0,170463000.0,-311747000.0,-48898000.0,648549000.0,363300000.0
Change To Liabilities,297745000.0,168779000.0,-143566000.0,-91819000.0,-136658000.0,470680000.0,-462744000.0,52171000.0,-140700000.0
Total Cashflows From Investing Activities,-247465000.0,-255159000.0,261725000.0,-565825000.0,-13857000.0,-370236000.0,-95672000.0,618981000.0,-2807300000.0
Net Borrowings,,,-234000.0,-234000.0,-234000.0,-234000.0,-1000.0,-11915000.0,2082100000.0
Total Cash From Financing Activities,-32003000.0,-9696000.0,-4672000.0,-10967000.0,-39031000.0,-205355000.0,4666000.0,-17093000.0,2017000000.0
Change To Operating Activities,25938000.0,-83179000.0,-136568000.0,-81439000.0,-63415000.0,-232547000.0,-204076000.0,-161938000.0,-171100000.0
Issuance Of Stock,6503000.0,7712000.0,7712000.0,9230000.0,9230000.0,10428000.0,10428000.0,11400000.0,11400000.0
Net Income,88505000.0,99321000.0,182248000.0,218812000.0,152256000.0,10297000.0,144497000.0,110972000.0,-104000000.0
Change In Cash,167880000.0,-76492000.0,428009000.0,-452542000.0,97131000.0,-442672000.0,-357510000.0,838135000.0,-704200000.0
Repurchase Of Stock,-38506000.0,-9696000.0,-12384000.0,-10967000.0,-48261000.0,-205121000.0,-5761000.0,-4944000.0,-53900000.0
Effect Of Exchange Rate,1925000.0,7041000.0,10040000.0,-407000.0,1777000.0,-2518000.0,-1986000.0,-2576000.0,-14700000.0
Total Cash From Operating Activities,445423000.0,181322000.0,160916000.0,124657000.0,148242000.0,135437000.0,-264518000.0,238823000.0,100800000.0
Depreciation,17284000.0,20343000.0,25169000.0,25754000.0,27679000.0,34425000.0,32134000.0,31775000.0,135100000.0
Change To Account Receivables,-91846000.0,-97631000.0,209021000.0,27651000.0,74681000.0,-317525000.0,157056000.0,67931000.0,214900000.0
Other Cashflows From Financing Activities,,,,,-234000.0,-234000.0,-234000.0,-234000.0,-22600000.0
Change To Netincome,70182000.0,45601000.0,8602000.0,-282000.0,72623000.0,90689000.0,51063000.0,162659000.0,110500000.0
Capital Expenditures,-8905000.0,-16116000.0,-15186000.0,-28716000.0,-86433000.0,-24759000.0,-22200000.0,-25250000.0,-42500000.0
Other Cashflows From Investing Activities,,,,1100000.0,1100000.0,1100000.0,1100000.0,-278000.0,
Change To Inventory,-131000.0,-7135000.0,814000.0,8955000.0,6336000.0,-1181000.0,774000.0,-1823000.0,
