,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,569663000.0,242382000.0,126590000.0,127937000.0
Total Cashflows From Investing Activities,-2752545000.0,384051000.0,-160885000.0,-83888000.0
Net Borrowings,2620562000.0,-1010972000.0,-104579000.0,-201469000.0
Total Cash From Financing Activities,2539830000.0,-1257115000.0,-285992000.0,-416224000.0
Change To Operating Activities,-66671000.0,-70342000.0,-38633000.0,37601000.0
Issuance Of Stock,11711000.0,14689000.0,17629000.0,18085000.0
Net Income,3279000.0,122456000.0,233290000.0,266745000.0
Change In Cash,67704000.0,-408395000.0,122173000.0,431747000.0
Repurchase Of Stock,-41272000.0,-260832000.0,-199042000.0,-176302000.0
Effect Of Exchange Rate,25902000.0,-6489000.0,3614000.0,28581000.0
Total Cash From Operating Activities,254517000.0,471158000.0,565436000.0,903278000.0
Depreciation,230271000.0,242401000.0,278245000.0,271935000.0
Change To Account Receivables,-368516000.0,-115003000.0,-66729000.0,99409000.0
Other Cashflows From Financing Activities,-51171000.0,-56538000.0,-56538000.0,-56538000.0
Change To Netincome,-138471000.0,22249000.0,6176000.0,62327000.0
Capital Expenditures,-110765000.0,-126873000.0,-149016000.0,-83888000.0
Investments,14120000.0,14120000.0,14120000.0,
