,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,141000000.0,-254000000.0,-428000000.0,-358000000.0
Change To Liabilities,163000000.0,50000000.0,22000000.0,245000000.0
Total Cashflows From Investing Activities,-2599000000.0,-505000000.0,-2721000000.0,-2295000000.0
Net Borrowings,948000000.0,-789000000.0,838000000.0,538000000.0
Total Cash From Financing Activities,43000000.0,-1643000000.0,-86000000.0,-78000000.0
Change To Operating Activities,-76000000.0,13000000.0,-79000000.0,-42000000.0
Net Income,-1161000000.0,1203000000.0,303000000.0,46000000.0
Change In Cash,-172000000.0,215000000.0,-431000000.0,255000000.0
Effect Of Exchange Rate,8000000.0,-54000000.0,-18000000.0,-24000000.0
Total Cash From Operating Activities,2504000000.0,2343000000.0,2466000000.0,2755000000.0
Depreciation,1046000000.0,1003000000.0,1045000000.0,1068000000.0
Other Cashflows From Investing Activities,-62000000.0,-84000000.0,126000000.0,-70000000.0
Dividends Paid,-317000000.0,-344000000.0,-362000000.0,-381000000.0
Change To Inventory,-28000000.0,-36000000.0,28000000.0,-20000000.0
Change To Account Receivables,-177000000.0,-206000000.0,73000000.0,48000000.0
Other Cashflows From Financing Activities,-588000000.0,-510000000.0,-562000000.0,-235000000.0
Change To Netincome,2684000000.0,323000000.0,1157000000.0,1351000000.0
Capital Expenditures,-2177000000.0,-2121000000.0,-2405000000.0,-1900000000.0
