,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,-162000000.0,-93000000.0,35000000.0,63000000.0
Change To Liabilities,18000000.0,589000000.0,-263000000.0,-479000000.0
Total Cashflows From Investing Activities,-626000000.0,-495000000.0,-439000000.0,-387000000.0
Net Borrowings,336000000.0,-126000000.0,-847000000.0,-14000000.0
Total Cash From Financing Activities,128000000.0,-501000000.0,-735000000.0,993000000.0
Change To Operating Activities,21000000.0,-80000000.0,80000000.0,50000000.0
Net Income,-83000000.0,-333000000.0,318000000.0,-148000000.0
Change In Cash,-103000000.0,274000000.0,-554000000.0,779000000.0
Effect Of Exchange Rate,-5000000.0,4000000.0,9000000.0,-22000000.0
Total Cash From Operating Activities,447000000.0,1267000000.0,668000000.0,253000000.0
Depreciation,271000000.0,264000000.0,265000000.0,275000000.0
Other Cashflows From Investing Activities,-50000000.0,24000000.0,-18000000.0,-18000000.0
Dividends Paid,-95000000.0,-96000000.0,-95000000.0,-100000000.0
Change To Inventory,-69000000.0,31000000.0,-5000000.0,14000000.0
Change To Account Receivables,10000000.0,-10000000.0,88000000.0,-79000000.0
Other Cashflows From Financing Activities,-113000000.0,-279000000.0,207000000.0,90000000.0
Change To Netincome,382000000.0,677000000.0,188000000.0,712000000.0
Capital Expenditures,-386000000.0,-413000000.0,-525000000.0,-432000000.0
