,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,1510000000.0,1485000000.0,1460000000.0,1434000000.0,1340000000.0,1317000000.0,1293000000.0,1268000000.0,1244000000.0
Capital Surplus,8198000000.0,8228000000.0,8808000000.0,8836000000.0,9655000000.0,9683000000.0,9710000000.0,9728000000.0,9757000000.0
Total Liab,40640000000.0,40884000000.0,43830000000.0,43017000000.0,42866000000.0,42561000000.0,42780000000.0,43114000000.0,44451000000.0
Total Stockholder Equity,18225000000.0,18494000000.0,18847000000.0,19033000000.0,19743000000.0,20037000000.0,20037000000.0,20378000000.0,20387000000.0
Minority Interest,216000000.0,217000000.0,218000000.0,249000000.0,310000000.0,340000000.0,299000000.0,245000000.0,234000000.0
Deferred Long Term Liab,4731000000.0,4928000000.0,6477000000.0,6261000000.0,6175000000.0,6232000000.0,3919000000.0,3852000000.0,3787000000.0
Other Current Liab,934000000.0,1016000000.0,1136000000.0,1057000000.0,1108000000.0,1424000000.0,1182000000.0,1423000000.0,1489000000.0
Total Assets,59081000000.0,59595000000.0,62895000000.0,62299000000.0,62919000000.0,62938000000.0,63116000000.0,63737000000.0,65072000000.0
Common Stock,35000000.0,35000000.0,36000000.0,36000000.0,37000000.0,37000000.0,37000000.0,37000000.0,37000000.0
Other Current Assets,548000000.0,535000000.0,661000000.0,544000000.0,621000000.0,726000000.0,721000000.0,917000000.0,796000000.0
Retained Earnings,11154000000.0,11391000000.0,11178000000.0,11332000000.0,11231000000.0,11495000000.0,11445000000.0,11767000000.0,11742000000.0
Other Liab,13865000000.0,13611000000.0,15246000000.0,15049000000.0,14844000000.0,14669000000.0,13992000000.0,14394000000.0,14491000000.0
Good Will,446000000.0,446000000.0,446000000.0,446000000.0,446000000.0,446000000.0,439000000.0,439000000.0,439000000.0
Treasury Stock,-1162000000.0,-1160000000.0,-1175000000.0,-1171000000.0,-1180000000.0,-1178000000.0,-1155000000.0,-1154000000.0,-1149000000.0
Other Assets,4731000000.0,4928000000.0,6942000000.0,6261000000.0,6175000000.0,6232000000.0,6098000000.0,5890000000.0,6016000000.0
Cash,1144000000.0,153000000.0,1272000000.0,76000000.0,1067000000.0,66000000.0,992000000.0,108000000.0,1127000000.0
Total Current Liabilities,6705000000.0,7160000000.0,7354000000.0,6559000000.0,5557000000.0,5255000000.0,5427000000.0,5415000000.0,6823000000.0
Short Long Term Debt,1986000000.0,1989000000.0,1991000000.0,1329000000.0,471000000.0,465000000.0,460000000.0,448000000.0,322000000.0
Other Stockholder Equity,-124000000.0,-122000000.0,-137000000.0,-133000000.0,-142000000.0,-140000000.0,-117000000.0,-116000000.0,-111000000.0
Property Plant Equipment,45750000000.0,46408000000.0,47395000000.0,47906000000.0,48157000000.0,48764000000.0,49407000000.0,49821000000.0,50513000000.0
Total Current Assets,4564000000.0,4204000000.0,5301000000.0,4587000000.0,5110000000.0,5096000000.0,5551000000.0,5462000000.0,6016000000.0
Long Term Investments,2080000000.0,2124000000.0,1351000000.0,1665000000.0,1691000000.0,1083000000.0,328000000.0,857000000.0,844000000.0
Net Tangible Assets,16269000000.0,16563000000.0,16941000000.0,17153000000.0,17957000000.0,18274000000.0,18305000000.0,18671000000.0,18704000000.0
Net Receivables,2245000000.0,2386000000.0,2741000000.0,2856000000.0,2807000000.0,3052000000.0,3106000000.0,3237000000.0,3282000000.0
Long Term Debt,19257000000.0,19304000000.0,20464000000.0,20644000000.0,21713000000.0,21880000000.0,22642000000.0,22587000000.0,22361000000.0
Inventory,336000000.0,353000000.0,356000000.0,339000000.0,360000000.0,405000000.0,437000000.0,404000000.0,449000000.0
Accounts Payable,1018000000.0,1279000000.0,1475000000.0,1208000000.0,1217000000.0,1370000000.0,1497000000.0,1308000000.0,1547000000.0
