,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,131000000.0,1654000000.0,1557000000.0,1460000000.0,1293000000.0
Capital Surplus,6298000000.0,7117000000.0,8054000000.0,8808000000.0,9710000000.0
Total Liab,32686000000.0,37081000000.0,39866000000.0,43830000000.0,42780000000.0
Total Stockholder Equity,15418000000.0,16726000000.0,18022000000.0,18847000000.0,20037000000.0
Minority Interest,7000000.0,113000000.0,191000000.0,218000000.0,299000000.0
Deferred Long Term Liab,4414000000.0,4447000000.0,4992000000.0,6477000000.0,3919000000.0
Other Current Liab,958000000.0,939000000.0,1011000000.0,1136000000.0,1182000000.0
Total Assets,48111000000.0,53920000000.0,58079000000.0,62895000000.0,63116000000.0
Common Stock,34000000.0,34000000.0,35000000.0,36000000.0,37000000.0
Other Current Assets,291000000.0,309000000.0,564000000.0,661000000.0,721000000.0
Retained Earnings,10235000000.0,10728000000.0,11100000000.0,11178000000.0,11445000000.0
Other Liab,13053000000.0,13373000000.0,14209000000.0,15246000000.0,13948000000.0
Good Will,428000000.0,440000000.0,446000000.0,446000000.0,439000000.0
Treasury Stock,-1149000000.0,-1153000000.0,-1167000000.0,-1175000000.0,-1155000000.0
Other Assets,4744000000.0,4773000000.0,5389000000.0,6942000000.0,6098000000.0
Cash,797000000.0,895000000.0,981000000.0,1272000000.0,992000000.0
Total Current Liabilities,4902000000.0,6207000000.0,6287000000.0,7354000000.0,5427000000.0
Short Long Term Debt,1298000000.0,650000000.0,1453000000.0,1991000000.0,460000000.0
Other Stockholder Equity,-111000000.0,-115000000.0,-129000000.0,-137000000.0,-117000000.0
Property Plant Equipment,37600000000.0,41749000000.0,44747000000.0,47395000000.0,49407000000.0
Total Current Assets,3537000000.0,3864000000.0,4272000000.0,5301000000.0,5551000000.0
Long Term Investments,1671000000.0,1440000000.0,1668000000.0,1351000000.0,328000000.0
Net Tangible Assets,14859000000.0,14632000000.0,16019000000.0,16941000000.0,18305000000.0
Net Receivables,1937000000.0,2115000000.0,2115000000.0,2741000000.0,3106000000.0
Long Term Debt,14731000000.0,17501000000.0,18561000000.0,20464000000.0,22686000000.0
Inventory,334000000.0,358000000.0,352000000.0,356000000.0,437000000.0
Accounts Payable,1286000000.0,1187000000.0,1164000000.0,1475000000.0,1497000000.0
