,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-349500000.0,-461500000.0,-697500000.0,-492700000.0,-3398200000.0
Net Borrowings,29900000.0,-64700000.0,746500000.0,997600000.0,920300000.0
Total Cash From Financing Activities,-263700000.0,-311000000.0,557900000.0,810800000.0,617700000.0
Change To Operating Activities,-65800000.0,32900000.0,448900000.0,142700000.0,39900000.0
Issuance Of Stock,19200000.0,11800000.0,22300000.0,41700000.0,46800000.0
Net Income,587300000.0,310500000.0,-384100000.0,520100000.0,744200000.0
Change In Cash,207100000.0,-112800000.0,177700000.0,1283300000.0,-1459900000.0
Repurchase Of Stock,-110600000.0,-19700000.0,-10500000.0,-15900000.0,-127200000.0
Effect Of Exchange Rate,4300000.0,-12500000.0,3500000.0,19000000.0,-14200000.0
Total Cash From Operating Activities,816000000.0,672200000.0,313800000.0,946200000.0,1334800000.0
Depreciation,290900000.0,315900000.0,337300000.0,399300000.0,489600000.0
Dividends Paid,-187400000.0,-187900000.0,-188700000.0,-189500000.0,-190000000.0
Change To Account Receivables,-1300000.0,-37400000.0,-61300000.0,-93700000.0,-66200000.0
Other Cashflows From Financing Activities,-14800000.0,-50500000.0,-11700000.0,-23100000.0,-32200000.0
Change To Netincome,4900000.0,50300000.0,-27000000.0,-22200000.0,127300000.0
Capital Expenditures,-218200000.0,-321900000.0,-399600000.0,-421300000.0,-469000000.0
Investments,-6900000.0,-6900000.0,-25000000.0,-10000000.0,
