,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-973500000.0,-111800000.0,-130000000.0,-114800000.0
Net Borrowings,-700000.0,-1000000.0,-500000.0,873900000.0
Total Cash From Financing Activities,-88600000.0,-54500000.0,-51000000.0,823600000.0
Change To Operating Activities,-165900000.0,107500000.0,118900000.0,13300000.0
Issuance Of Stock,6600000.0,11800000.0,7000000.0,6200000.0
Net Income,201600000.0,87400000.0,224200000.0,95900000.0
Change In Cash,-918700000.0,149000000.0,188200000.0,977500000.0
Repurchase Of Stock,-42700000.0,-15900000.0,-15900000.0,-15900000.0
Total Cash From Operating Activities,143400000.0,297200000.0,367000000.0,251200000.0
Depreciation,116700000.0,104100000.0,103100000.0,97800000.0
Dividends Paid,-47500000.0,-47400000.0,-47500000.0,-47300000.0
Change To Account Receivables,-65800000.0,-17600000.0,-10800000.0,18600000.0
Other Cashflows From Financing Activities,-4300000.0,-2000000.0,-10000000.0,-9200000.0
Change To Netincome,56800000.0,15800000.0,-68400000.0,25600000.0
Capital Expenditures,-113000000.0,-111800000.0,-116700000.0,-104800000.0
Effect Of Exchange Rate,,18100000.0,2200000.0,17500000.0
Investments,,,,-10000000.0
