,2020-06-13,2020-09-05,2020-12-26,2021-03-20,2021-06-12,2021-09-04,2021-12-25,2022-03-19,2022-06-11,2022-09-03
Net Income,1646000000.0,2291000000.0,1845000000.0,1714000000.0,2358000000.0,2224000000.0,1322000000.0,4261000000.0,1429000000.0,2702000000.0
Change To Liabilities,83000000.0,1625000000.0,477000000.0,-1906000000.0,792000000.0,1213000000.0,1663000000.0,-1238000000.0,248000000.0,0.0
Investments,456000000.0,-395000000.0,-731000000.0,538000000.0,530000000.0,2000000.0,7000000.0,3478000000.0,-14000000.0,
Total Cashflows From Investing Activities,-5837000000.0,-1999000000.0,-2858000000.0,94000000.0,-210000000.0,-914000000.0,-2239000000.0,2955000000.0,-783000000.0,
Net Borrowings,3376000000.0,-753000000.0,-714000000.0,-344000000.0,-1660000000.0,-828000000.0,3544000000.0,-45000000.0,-378000000.0,
Total Cash From Financing Activities,1509000000.0,-2560000000.0,-2592000000.0,-1888000000.0,-3056000000.0,-2277000000.0,-3559000000.0,-1780000000.0,-2352000000.0,
Change To Operating Activities,12000000.0,49000000.0,228000000.0,-210000000.0,170000000.0,-6000000.0,205000000.0,-190000000.0,4000000.0,
Issuance Of Stock,42000000.0,25000000.0,34000000.0,62000000.0,38000000.0,46000000.0,39000000.0,49000000.0,40000000.0,
Change In Cash,-2303000000.0,170000000.0,-905000000.0,-2523000000.0,-185000000.0,1061000000.0,-900000000.0,984000000.0,-1146000000.0,
Repurchase Of Stock,-567000000.0,-413000000.0,-467000000.0,-177000000.0,-2000000.0,-9000000.0,-10000000.0,-278000000.0,-508000000.0,
Effect Of Exchange Rate,-186000000.0,68000000.0,55000000.0,-10000000.0,22000000.0,-42000000.0,-84000000.0,-17000000.0,-66000000.0,
Total Cash From Operating Activities,2211000000.0,4661000000.0,4490000000.0,-719000000.0,3059000000.0,4294000000.0,4982000000.0,-174000000.0,2055000000.0,
Depreciation,589000000.0,609000000.0,665000000.0,560000000.0,653000000.0,650000000.0,1217000000.0,658000000.0,760000000.0,
Other Cashflows From Investing Activities,34000000.0,-2000000.0,9000000.0,1000000.0,1000000.0,5000000.0,-1000000.0,4000000.0,-5000000.0,
Dividends Paid,-1328000000.0,-1417000000.0,-1415000000.0,-1429000000.0,-1413000000.0,-1486000000.0,-1487000000.0,-1505000000.0,-1492000000.0,
Change To Inventory,-515000000.0,278000000.0,33000000.0,-397000000.0,-413000000.0,231000000.0,-3000000.0,-549000000.0,-441000000.0,
Change To Account Receivables,-317000000.0,-329000000.0,1010000000.0,-455000000.0,-759000000.0,-202000000.0,765000000.0,-837000000.0,-916000000.0,
Other Cashflows From Financing Activities,-14000000.0,-2000000.0,-30000000.0,-19000000.0,-19000000.0,-5645000000.0,-5645000000.0,-1000000.0,-14000000.0,
Change To Netincome,469000000.0,3000000.0,822000000.0,-252000000.0,-31000000.0,55000000.0,293000000.0,-2768000000.0,852000000.0,
Capital Expenditures,-704000000.0,-886000000.0,-2166000000.0,-471000000.0,-834000000.0,-971000000.0,-2349000000.0,-522000000.0,-977000000.0,
