,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-312000000.0,-197000000.0,-102000000.0,-49000000.0,57000000.0,203000000.0,1361000000.0,75000000.0,-13000000.0
Change To Liabilities,-46000000.0,36000000.0,-24000000.0,-99000000.0,-3000000.0,188000000.0,-114000000.0,19000000.0,8000000.0
Total Cashflows From Investing Activities,-1856000000.0,-456000000.0,-365000000.0,-192000000.0,-250000000.0,101000000.0,1216000000.0,-2268000000.0,-135000000.0
Net Borrowings,-60000000.0,42000000.0,444000000.0,560000000.0,-241000000.0,-61000000.0,1426000000.0,-200000000.0,-62000000.0
Total Cash From Financing Activities,-63000000.0,118000000.0,428000000.0,896000000.0,-226000000.0,36000000.0,1556000000.0,414000000.0,-113000000.0
Change To Operating Activities,-114000000.0,183000000.0,580000000.0,74000000.0,558000000.0,359000000.0,1087000000.0,185000000.0,45000000.0
Net Income,-2936000000.0,-1775000000.0,-1089000000.0,-969000000.0,-108000000.0,1144000000.0,-2424000000.0,892000000.0,-5930000000.0
Change In Cash,-2538000000.0,-1428000000.0,-335000000.0,-375000000.0,-784000000.0,-153000000.0,3336000000.0,-1985000000.0,-213000000.0
Effect Of Exchange Rate,-156000000.0,-19000000.0,8000000.0,75000000.0,-46000000.0,51000000.0,-50000000.0,-24000000.0,20000000.0
Total Cash From Operating Activities,-463000000.0,-1071000000.0,-406000000.0,-805000000.0,-611000000.0,-341000000.0,614000000.0,-107000000.0,15000000.0
Depreciation,128000000.0,129000000.0,138000000.0,125000000.0,212000000.0,226000000.0,218000000.0,177000000.0,254000000.0
Other Cashflows From Investing Activities,-1000000.0,-95000000.0,57000000.0,-86000000.0,-208000000.0,7000000.0,-24000000.0,-60000000.0,-1000000.0
Change To Account Receivables,444000000.0,73000000.0,-137000000.0,-238000000.0,-35000000.0,-114000000.0,-205000000.0,-243000000.0,-26000000.0
Other Cashflows From Financing Activities,-3000000.0,-6000000.0,-1000000.0,295000000.0,15000000.0,30000000.0,130000000.0,601000000.0,-51000000.0
Change To Netincome,2041000000.0,273000000.0,119000000.0,238000000.0,-1235000000.0,-2144000000.0,2052000000.0,-1206000000.0,5664000000.0
Capital Expenditures,-198000000.0,-164000000.0,-131000000.0,-123000000.0,-71000000.0,-57000000.0,-90000000.0,-80000000.0,-62000000.0
Issuance Of Stock,82000000.0,82000000.0,43000000.0,43000000.0,67000000.0,67000000.0,40000000.0,40000000.0,
Repurchase Of Stock,-15000000.0,-15000000.0,-15000000.0,-2000000.0,-27000000.0,-27000000.0,-27000000.0,-27000000.0,
