,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,560000000.0,533000000.0,654000000.0,1564000000.0,1455000000.0,1378000000.0,1278000000.0,2412000000.0
Capital Surplus,31035000000.0,31267000000.0,31549000000.0,35931000000.0,36182000000.0,35588000000.0,37281000000.0,38608000000.0
Total Liab,17772000000.0,17719000000.0,18712000000.0,19498000000.0,20584000000.0,20507000000.0,22599000000.0,23425000000.0
Total Stockholder Equity,11342000000.0,9550000000.0,8942000000.0,12266000000.0,13598000000.0,14175000000.0,13931000000.0,14458000000.0
Minority Interest,976000000.0,971000000.0,1240000000.0,1488000000.0,473000000.0,1569000000.0,354000000.0,891000000.0
Other Current Liab,456000000.0,486000000.0,490000000.0,575000000.0,2352000000.0,2482000000.0,3124000000.0,
Total Assets,30090000000.0,28240000000.0,28894000000.0,33252000000.0,34655000000.0,36251000000.0,36884000000.0,38774000000.0
Other Current Assets,458000000.0,416000000.0,561000000.0,1111000000.0,1023000000.0,1046000000.0,1275000000.0,631000000.0
Retained Earnings,-19298000000.0,-21073000000.0,-22162000000.0,-23130000000.0,-23238000000.0,-22094000000.0,-24518000000.0,-23626000000.0
Other Liab,3395000000.0,3085000000.0,3069000000.0,3289000000.0,3840000000.0,3351000000.0,3510000000.0,3481000000.0
Good Will,2566000000.0,2518000000.0,2988000000.0,6109000000.0,6352000000.0,6448000000.0,6447000000.0,8420000000.0
Treasury Stock,-395000000.0,-644000000.0,-445000000.0,-535000000.0,654000000.0,681000000.0,1168000000.0,-524000000.0
Other Assets,2424000000.0,2365000000.0,2457000000.0,2478000000.0,2608000000.0,2757000000.0,3266000000.0,3276000000.0
Cash,8165000000.0,6754000000.0,6154000000.0,5647000000.0,4836000000.0,4443000000.0,6482000000.0,4295000000.0
Total Current Liabilities,6631000000.0,5891000000.0,6921000000.0,6865000000.0,7288000000.0,7684000000.0,8126000000.0,9024000000.0
Short Long Term Debt,490000000.0,495000000.0,995000000.0,330000000.0,27000000.0,27000000.0,27000000.0,
Other Stockholder Equity,-395000000.0,-644000000.0,-445000000.0,-535000000.0,654000000.0,681000000.0,1168000000.0,-524000000.0
Property Plant Equipment,3440000000.0,3287000000.0,3210000000.0,3088000000.0,3024000000.0,3014000000.0,2999000000.0,3241000000.0
Total Current Assets,11114000000.0,9662000000.0,9412000000.0,9882000000.0,8295000000.0,7783000000.0,9684000000.0,8819000000.0
Long Term Investments,9986000000.0,9875000000.0,10173000000.0,10131000000.0,12921000000.0,14871000000.0,13210000000.0,12606000000.0
Net Tangible Assets,8216000000.0,6499000000.0,5300000000.0,4593000000.0,5791000000.0,6349000000.0,6206000000.0,3626000000.0
Net Receivables,1169000000.0,1037000000.0,1139000000.0,1537000000.0,1617000000.0,1734000000.0,1927000000.0,2439000000.0
Long Term Debt,6079000000.0,7068000000.0,7044000000.0,7680000000.0,7801000000.0,7798000000.0,9279000000.0,9276000000.0
Accounts Payable,215000000.0,253000000.0,240000000.0,235000000.0,232000000.0,429000000.0,310000000.0,860000000.0
Short Term Investments,831000000.0,1033000000.0,1132000000.0,1180000000.0,819000000.0,560000000.0,,
