,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,1344881000.0,1338598000.0,1322486000.0,1319319000.0
Capital Surplus,2368227000.0,2288806000.0,2196127000.0,2120341000.0
Total Liab,3595973000.0,3038529000.0,2954525000.0,2861325000.0
Total Stockholder Equity,4312437000.0,4482567000.0,4406287000.0,4018016000.0
Other Current Liab,614700000.0,556144000.0,475464000.0,433332000.0
Total Assets,7908410000.0,7521096000.0,7360812000.0,6879341000.0
Common Stock,3740000.0,3732000.0,3723000.0,3712000.0
Retained Earnings,6580612000.0,6475551000.0,6402220000.0,6101402000.0
Other Liab,521731000.0,443728000.0,391790000.0,381926000.0
Good Will,912043000.0,914520000.0,907105000.0,912082000.0
Treasury Stock,-4640142000.0,-4285522000.0,-4195783000.0,-4207439000.0
Other Assets,197704000.0,198152000.0,205688000.0,212300000.0
Cash,997861000.0,615615000.0,419154000.0,269895000.0
Total Current Liabilities,1463140000.0,1168626000.0,1101576000.0,1006802000.0
Short Long Term Debt,256000000.0,37000000.0,41000000.0,44000000.0
Other Stockholder Equity,-125424000.0,-120804000.0,-138015000.0,-149671000.0
Property Plant Equipment,1905898000.0,1908619000.0,1977259000.0,1993418000.0
Total Current Assets,3055180000.0,2650987000.0,2524959000.0,2053547000.0
Long Term Investments,492704000.0,510220000.0,423315000.0,388675000.0
Net Tangible Assets,2055513000.0,2229449000.0,2176696000.0,1786615000.0
Short Term Investments,476362000.0,442473000.0,473323000.0,171123000.0
Net Receivables,1175139000.0,1168712000.0,1219227000.0,1183988000.0
Long Term Debt,1611102000.0,1336069000.0,1336018000.0,1338467000.0
Inventory,30442000.0,23027000.0,15768000.0,18525000.0
Accounts Payable,279256000.0,235755000.0,256449000.0,261540000.0
Deferred Long Term Liab,,88000000.0,,
