,2017-12-30,2018-12-29,2019-12-28,2020-12-31,2021-12-31
Intangible Assets,1301912000.0,1299817000.0,1304298000.0,1338598000.0,1458839000.0
Capital Surplus,1380371000.0,1559562000.0,1905171000.0,2288806000.0,2717244000.0
Total Liab,1683963000.0,1780247000.0,2577294000.0,3038529000.0,3753696000.0
Total Stockholder Equity,4785348000.0,4928389000.0,4317328000.0,4482567000.0,3680462000.0
Deferred Long Term Liab,,86000000.0,89000000.0,88000000.0,91000000.0
Other Current Liab,311337000.0,468311000.0,461624000.0,556144000.0,709890000.0
Total Assets,6469311000.0,6708636000.0,6894622000.0,7521096000.0,7434158000.0
Common Stock,3592000.0,3622000.0,3676000.0,3732000.0,3802000.0
Retained Earnings,4938866000.0,5576525000.0,5934909000.0,6475551000.0,6751692000.0
Other Liab,379238000.0,378755000.0,406850000.0,443728000.0,449022000.0
Good Will,853005000.0,847544000.0,883158000.0,914520000.0,1131121000.0
Treasury Stock,-1537481000.0,-2211320000.0,-3526428000.0,-4285522000.0,-5792276000.0
Other Assets,134011000.0,198850000.0,209196000.0,198152000.0,282950000.0
Cash,370923000.0,374126000.0,441843000.0,615615000.0,589847000.0
Total Current Liabilities,789595000.0,962690000.0,1027448000.0,1168626000.0,1626258000.0
Short Long Term Debt,,,17000000.0,37000000.0,242000000.0
Other Stockholder Equity,-73382000.0,-103552000.0,-118660000.0,-120804000.0,-127558000.0
Property Plant Equipment,1603319000.0,1743575000.0,1981927000.0,1908619000.0,1649810000.0
Total Current Assets,2380227000.0,2318804000.0,2096624000.0,2650987000.0,2449454000.0
Long Term Investments,196837000.0,300046000.0,419419000.0,510220000.0,461984000.0
Net Tangible Assets,2630431000.0,2781028000.0,2129872000.0,2229449000.0,1090502000.0
Short Term Investments,434844000.0,401285000.0,99931000.0,442473000.0,252622000.0
Net Receivables,1042781000.0,1183494000.0,1139595000.0,1168712000.0,1161361000.0
Long Term Debt,513647000.0,438802000.0,1038382000.0,1336069000.0,1611256000.0
Inventory,15749000.0,25029000.0,23182000.0,23027000.0,28159000.0
Accounts Payable,218996000.0,293534000.0,273440000.0,235755000.0,329582000.0
