,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31
Intangible Assets,1482519000.0,1478926000.0,1482887000.0,1483540000.0,1724699000.0,1726473000.0,2298244000.0
Capital Surplus,1161878000.0,1169583000.0,1191200000.0,1195748000.0,1218708000.0,1240012000.0,1260331000.0
Total Liab,7154982000.0,7186221000.0,6893962000.0,6773282000.0,6609970000.0,6902050000.0,7655002000.0
Total Stockholder Equity,1753605000.0,2065854000.0,2234352000.0,2255994000.0,2265049000.0,2528294000.0,2757229000.0
Other Current Liab,54091000.0,73652000.0,17051000.0,85385000.0,52035000.0,69482000.0,3070000.0
Total Assets,8911071000.0,9255034000.0,9131845000.0,9038128000.0,8883863000.0,9439183000.0,10412231000.0
Common Stock,221553000.0,221553000.0,221553000.0,221553000.0,221553000.0,221553000.0,221553000.0
Other Current Assets,157019000.0,157096000.0,158809000.0,118589000.0,136004000.0,130418000.0,127678000.0
Retained Earnings,1516543000.0,1800186000.0,1928673000.0,2162464000.0,2301805000.0,2565538000.0,2719936000.0
Other Liab,664327000.0,677147000.0,730591000.0,724709000.0,755416000.0,733569000.0,764163000.0
Good Will,1979002000.0,1981503000.0,1988215000.0,1989462000.0,2166446000.0,2164580000.0,2633174000.0
Treasury Stock,-1146369000.0,-1125468000.0,-1107074000.0,-1323771000.0,-1477017000.0,-1498809000.0,-1444591000.0
Other Assets,158406000.0,174367000.0,173315000.0,125514000.0,144038000.0,161382000.0,203619000.0
Cash,1165331000.0,1205889000.0,1143987000.0,1132242000.0,426201000.0,675516000.0,329266000.0
Total Current Liabilities,2214818000.0,2228193000.0,1891745000.0,1774632000.0,1587002000.0,1906495000.0,2493313000.0
Deferred Long Term Asset Charges,24760000.0,25160000.0,29369000.0,28022000.0,34362000.0,39674000.0,40873000.0
Other Stockholder Equity,-367193000.0,-352307000.0,-338082000.0,-329006000.0,-296136000.0,-298400000.0,-249215000.0
Property Plant Equipment,2388200000.0,2413142000.0,2509523000.0,2518606000.0,2547893000.0,2566939000.0,2937899000.0
Total Current Assets,2902944000.0,3207096000.0,2977905000.0,2860024000.0,2219181000.0,2741944000.0,2246206000.0
Long Term Investments,,,,60982000.0,81606000.0,77865000.0,93089000.0
Net Tangible Assets,-1707916000.0,-1394575000.0,-1236750000.0,-1217008000.0,-1626096000.0,-1362759000.0,-2174189000.0
Net Receivables,540398000.0,829513000.0,615233000.0,634830000.0,532401000.0,841227000.0,671464000.0
Long Term Debt,4015339000.0,4017963000.0,4013868000.0,4018416000.0,4019067000.0,4016913000.0,4020325000.0
Inventory,999380000.0,958483000.0,964207000.0,909802000.0,1060422000.0,1026541000.0,988511000.0
Accounts Payable,530042000.0,589586000.0,580058000.0,553642000.0,615641000.0,671855000.0,692338000.0
Minority Interest,2484000.0,2959000.0,3531000.0,8852000.0,8844000.0,8839000.0,
Short Long Term Debt,783873000.0,783916000.0,433961000.0,349267000.0,,2812000.0,
