,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,98000000.0,100000000.0,278000000.0,278000000.0,-300000000.0,-327000000.0,-207000000.0,-2000000.0,130000000.0
Change To Liabilities,-582000000.0,336000000.0,0.0,611000000.0,746000000.0,130000000.0,971000000.0,86000000.0,-17000000.0
Total Cashflows From Investing Activities,-381000000.0,-82000000.0,-13000000.0,-13000000.0,-755000000.0,-767000000.0,-1379000000.0,-367000000.0,-396000000.0
Net Borrowings,-618000000.0,-359000000.0,-182000000.0,-182000000.0,-1141000000.0,-1120000000.0,-253000000.0,-44000000.0,-668000000.0
Total Cash From Financing Activities,-1144000000.0,-930000000.0,-595000000.0,-595000000.0,-1905000000.0,-2474000000.0,-1097000000.0,-1017000000.0,-2079000000.0
Change To Operating Activities,248000000.0,492000000.0,-295000000.0,-295000000.0,291000000.0,256000000.0,-257000000.0,-493000000.0,52000000.0
Issuance Of Stock,14000000.0,23000000.0,127000000.0,127000000.0,73000000.0,12000000.0,108000000.0,35000000.0,62000000.0
Net Income,-225000000.0,-25000000.0,1236000000.0,991000000.0,1901000000.0,1683000000.0,1736000000.0,1569000000.0,1661000000.0
Change In Cash,85000000.0,819000000.0,-947000000.0,-947000000.0,-592000000.0,-630000000.0,77000000.0,110000000.0,-776000000.0
Repurchase Of Stock,-10000000.0,-10000000.0,-10000000.0,-10000000.0,-201000000.0,-400000000.0,-401000000.0,-635000000.0,-799000000.0
Effect Of Exchange Rate,20000000.0,70000000.0,-48000000.0,-48000000.0,36000000.0,-45000000.0,-42000000.0,-45000000.0,-117000000.0
Total Cash From Operating Activities,1590000000.0,1767000000.0,-291000000.0,-291000000.0,2004000000.0,2721000000.0,2575000000.0,1603000000.0,1854000000.0
Depreciation,676000000.0,700000000.0,695000000.0,695000000.0,722000000.0,703000000.0,632000000.0,732000000.0,664000000.0
Other Cashflows From Investing Activities,-207000000.0,-44000000.0,-10000000.0,-10000000.0,-10000000.0,-10000000.0,-15000000.0,-15000000.0,-26000000.0
Dividends Paid,-516000000.0,-518000000.0,-521000000.0,-521000000.0,-522000000.0,-518000000.0,-512000000.0,-513000000.0,-505000000.0
Change To Inventory,540000000.0,158000000.0,-478000000.0,-478000000.0,-800000000.0,-224000000.0,-266000000.0,-443000000.0,-465000000.0
Change To Account Receivables,568000000.0,-357000000.0,-866000000.0,-866000000.0,-1037000000.0,-319000000.0,90000000.0,-741000000.0,-26000000.0
Other Cashflows From Financing Activities,-24000000.0,-76000000.0,-9000000.0,-9000000.0,-114000000.0,-448000000.0,-39000000.0,140000000.0,-169000000.0
Change To Netincome,341000000.0,439000000.0,-971000000.0,-971000000.0,158000000.0,470000000.0,-354000000.0,873000000.0,-35000000.0
Capital Expenditures,-275000000.0,-419000000.0,-300000000.0,-300000000.0,-456000000.0,-435000000.0,-1225000000.0,-354000000.0,-501000000.0
