,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-2913000000.0,1929000000.0,-1919000000.0,-3433000000.0,-4056000000.0
Change To Liabilities,802000000.0,61000000.0,-330000000.0,2180000000.0,606000000.0
Total Cashflows From Investing Activities,-5082000000.0,-1259000000.0,-2792000000.0,-7324000000.0,-9638000000.0
Net Borrowings,3099000000.0,-936000000.0,354000000.0,551000000.0,3675000000.0
Total Cash From Financing Activities,427000000.0,-2241000000.0,-2266000000.0,-2567000000.0,423000000.0
Change To Operating Activities,-218000000.0,-1267000000.0,1614000000.0,3258000000.0,2585000000.0
Issuance Of Stock,225000000.0,1423000000.0,187000000.0,176000000.0,203000000.0
Net Income,3843000000.0,3750000000.0,4807000000.0,4572000000.0,6104000000.0
Change In Cash,-466000000.0,325000000.0,1003000000.0,804000000.0,-861000000.0
Repurchase Of Stock,-2044000000.0,-1766000000.0,-1785000000.0,-2828000000.0,-2002000000.0
Effect Of Exchange Rate,4000000.0,-2000000.0,7000000.0,7000000.0,-10000000.0
Total Cash From Operating Activities,4185000000.0,3827000000.0,6061000000.0,10688000000.0,8364000000.0
Depreciation,335000000.0,667000000.0,683000000.0,742000000.0,817000000.0
Other Cashflows From Investing Activities,702000000.0,-220000000.0,204000000.0,-894000000.0,-1019000000.0
Dividends Paid,-705000000.0,-776000000.0,-818000000.0,-954000000.0,-1104000000.0
Change To Account Receivables,-22000000.0,-695000000.0,-1053000000.0,-256000000.0,-2138000000.0
Other Cashflows From Financing Activities,-148000000.0,-186000000.0,-204000000.0,488000000.0,-349000000.0
Change To Netincome,-796000000.0,523000000.0,215000000.0,-292000000.0,-235000000.0
Capital Expenditures,-791000000.0,-1208000000.0,-1077000000.0,-1021000000.0,-1087000000.0
