,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-4004000000.0,369000000.0,773000000.0,-1330000000.0,-1300000000.0,-773000000.0,-653000000.0,-794000000.0
Change To Liabilities,1279000000.0,100000000.0,322000000.0,239000000.0,141000000.0,405000000.0,-179000000.0,485000000.0
Total Cashflows From Investing Activities,-4934000000.0,89000000.0,305000000.0,-2307000000.0,-4925000000.0,-1440000000.0,-966000000.0,-1578000000.0
Net Borrowings,-299000000.0,10000000.0,-688000000.0,3943000000.0,-316000000.0,-64000000.0,112000000.0,652000000.0
Total Cash From Financing Activities,105000000.0,-984000000.0,-2367000000.0,3388000000.0,-820000000.0,-830000000.0,-1315000000.0,322000000.0
Change To Operating Activities,469000000.0,95000000.0,2400000000.0,1038000000.0,280000000.0,57000000.0,1210000000.0,727000000.0
Issuance Of Stock,48000000.0,20000000.0,64000000.0,89000000.0,52000000.0,20000000.0,42000000.0,76000000.0
Net Income,2276000000.0,222000000.0,551000000.0,1665000000.0,1793000000.0,1509000000.0,1137000000.0,1805000000.0
Change In Cash,683000000.0,-2044000000.0,1757000000.0,3585000000.0,-4068000000.0,232000000.0,-610000000.0,1281000000.0
Repurchase Of Stock,-59000000.0,-759000000.0,-1374000000.0,-538000000.0,-482000000.0,-459000000.0,-523000000.0,-631000000.0
Effect Of Exchange Rate,2000000.0,1000000.0,6000000.0,-1000000.0,-6000000.0,-2000000.0,-1000000.0,-4000000.0
Total Cash From Operating Activities,5510000000.0,-1150000000.0,3813000000.0,2505000000.0,1683000000.0,2504000000.0,1672000000.0,2541000000.0
Depreciation,286000000.0,308000000.0,-122000000.0,282000000.0,309000000.0,351000000.0,-125000000.0,358000000.0
Other Cashflows From Investing Activities,-699000000.0,93000000.0,-187000000.0,-746000000.0,75000000.0,-409000000.0,61000000.0,-469000000.0
Dividends Paid,-242000000.0,-238000000.0,-234000000.0,-277000000.0,-278000000.0,-276000000.0,-273000000.0,-309000000.0
Change To Account Receivables,326000000.0,-532000000.0,589000000.0,-1258000000.0,-374000000.0,-119000000.0,-387000000.0,-1348000000.0
Other Cashflows From Financing Activities,657000000.0,-17000000.0,-135000000.0,171000000.0,204000000.0,-51000000.0,-673000000.0,534000000.0
Change To Netincome,52000000.0,-134000000.0,-307000000.0,101000000.0,-134000000.0,239000000.0,-441000000.0,-54000000.0
Capital Expenditures,-233000000.0,-306000000.0,-278000000.0,-204000000.0,-285000000.0,-258000000.0,-340000000.0,-254000000.0
