,2020-07-04,2020-10-03,2021-01-02,2021-04-03,2021-07-03
Net Income,-92000000.0,115000000.0,236000000.0,171000000.0,183000000.0
Change To Liabilities,-351000000.0,0.0,-346000000.0,259000000.0,0.0
Total Cashflows From Investing Activities,-21000000.0,-156000000.0,-156000000.0,5000000.0,
Net Borrowings,-325000000.0,-718000000.0,-718000000.0,-287000000.0,
Total Cash From Financing Activities,-328000000.0,-848000000.0,-848000000.0,-359000000.0,
Change To Operating Activities,295000000.0,-181000000.0,-181000000.0,-76000000.0,
Change In Cash,-100000000.0,-416000000.0,-416000000.0,-176000000.0,
Repurchase Of Stock,-129000000.0,-129000000.0,-129000000.0,-91000000.0,
Effect Of Exchange Rate,6000000.0,19000000.0,19000000.0,-3000000.0,
Total Cash From Operating Activities,243000000.0,569000000.0,569000000.0,181000000.0,
Depreciation,98000000.0,108000000.0,108000000.0,90000000.0,
Other Cashflows From Investing Activities,29000000.0,13000000.0,13000000.0,6000000.0,
Dividends Paid,-4000000.0,-4000000.0,-4000000.0,-5000000.0,
Change To Inventory,124000000.0,692000000.0,692000000.0,-178000000.0,
Change To Account Receivables,110000000.0,90000000.0,90000000.0,-103000000.0,
Other Cashflows From Financing Activities,1000000.0,-19000000.0,-19000000.0,24000000.0,
Change To Netincome,76000000.0,28000000.0,28000000.0,29000000.0,
Capital Expenditures,-46000000.0,-166000000.0,-166000000.0,-53000000.0,
Issuance Of Stock,22000000.0,22000000.0,22000000.0,,
