,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Net Income,3432000000.0,2780000000.0,2637000000.0,-9826000000.0,9738000000.0
Change To Liabilities,2814000000.0,-2801000000.0,2453000000.0,-2927000000.0,0.0
Investments,-743000000.0,-393000000.0,-966000000.0,-348000000.0,
Total Cashflows From Investing Activities,-3398000000.0,-7670000000.0,-6261000000.0,-3257000000.0,
Net Borrowings,2269000000.0,5444000000.0,1201000000.0,2726000000.0,
Total Cash From Financing Activities,-1091000000.0,222000000.0,-3376000000.0,-135000000.0,
Change To Operating Activities,-9000000.0,-9000000.0,-9000000.0,-19000000.0,
Issuance Of Stock,46000000.0,24000000.0,10000000.0,11000000.0,
Change In Cash,2123000000.0,-1290000000.0,-196000000.0,-973000000.0,
Total Cash From Operating Activities,6612000000.0,6158000000.0,9441000000.0,2419000000.0,
Depreciation,2114000000.0,2170000000.0,3225000000.0,3375000000.0,
Other Cashflows From Investing Activities,247000000.0,-298000000.0,-403000000.0,-272000000.0,
Dividends Paid,-773000000.0,-954000000.0,-1398000000.0,-1510000000.0,
Change To Inventory,106000000.0,965000000.0,-362000000.0,1750000000.0,
Change To Account Receivables,-1093000000.0,1277000000.0,-1717000000.0,1465000000.0,
Other Cashflows From Financing Activities,-261000000.0,-1005000000.0,-1239000000.0,-1362000000.0,
Change To Netincome,-825000000.0,1697000000.0,3181000000.0,8532000000.0,
Capital Expenditures,-2732000000.0,-3179000000.0,-4810000000.0,-2787000000.0,
Repurchase Of Stock,-2372000000.0,-3287000000.0,-1950000000.0,,
