,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,17948000000.0,17254000000.0,16587000000.0,15947000000.0,15308000000.0,14659000000.0,15182000000.0,14567000000.0,13927000000.0
Total Liab,54352000000.0,53678000000.0,53539000000.0,53205000000.0,51526000000.0,56776000000.0,54465000000.0,58280000000.0,56875000000.0
Total Stockholder Equity,10659000000.0,10959000000.0,9409000000.0,9334000000.0,8247000000.0,8217000000.0,6700000000.0,916000000.0,2419000000.0
Total Assets,65011000000.0,64637000000.0,62948000000.0,62539000000.0,59773000000.0,64993000000.0,61165000000.0,59196000000.0,59294000000.0
Common Stock,31610000000.0,31713000000.0,31802000000.0,31806000000.0,31877000000.0,31989000000.0,32096000000.0,31247000000.0,31343000000.0
Other Current Assets,2268000000.0,2153000000.0,124000000.0,2293000000.0,2423000000.0,2542000000.0,200000000.0,2488000000.0,2258000000.0
Retained Earnings,-20168000000.0,-19851000000.0,-21408000000.0,-21639000000.0,-22762000000.0,-22964000000.0,-24600000000.0,-29568000000.0,-28252000000.0
Other Liab,9696000000.0,9529000000.0,8685000000.0,9207000000.0,8483000000.0,8643000000.0,8534000000.0,9384000000.0,8552000000.0
Good Will,14678000000.0,14674000000.0,14689000000.0,14673000000.0,14676000000.0,14665000000.0,14890000000.0,14897000000.0,14865000000.0
Treasury Stock,-783000000.0,-903000000.0,-985000000.0,-833000000.0,-868000000.0,-808000000.0,-796000000.0,-763000000.0,-672000000.0
Other Assets,856000000.0,5232000000.0,4055000000.0,1691000000.0,1720000000.0,4631000000.0,1455000000.0,4933000000.0,5043000000.0
Cash,9145000000.0,9087000000.0,6266000000.0,6112000000.0,6630000000.0,11969000000.0,7989000000.0,6528000000.0,5203000000.0
Total Current Liabilities,10523000000.0,9953000000.0,11653000000.0,12869000000.0,14585000000.0,14842000000.0,12184000000.0,12886000000.0,12618000000.0
Short Long Term Debt,91000000.0,91000000.0,91000000.0,1556000000.0,4324000000.0,4288000000.0,87000000.0,844000000.0,817000000.0
Other Stockholder Equity,-783000000.0,-903000000.0,-985000000.0,-833000000.0,-868000000.0,-808000000.0,-796000000.0,-763000000.0,-672000000.0
Property Plant Equipment,4843000000.0,4816000000.0,5297000000.0,4855000000.0,4906000000.0,4982000000.0,5750000000.0,5142000000.0,5158000000.0
Total Current Assets,22895000000.0,22661000000.0,21144000000.0,21299000000.0,19099000000.0,24380000000.0,19385000000.0,18520000000.0,19322000000.0
Long Term Investments,3791000000.0,,1176000000.0,4074000000.0,4064000000.0,1676000000.0,4503000000.0,1137000000.0,979000000.0
Net Tangible Assets,-21967000000.0,-20969000000.0,-21867000000.0,-21286000000.0,-21737000000.0,-21107000000.0,-23372000000.0,-28548000000.0,-26373000000.0
Short Term Investments,2276000000.0,3273000000.0,4381000000.0,4454000000.0,1452000000.0,952000000.0,48000000.0,16000000.0,1980000000.0
Net Receivables,5366000000.0,4206000000.0,5324000000.0,4423000000.0,4479000000.0,4765000000.0,5839000000.0,5077000000.0,5327000000.0
Long Term Debt,34133000000.0,34196000000.0,32895000000.0,31129000000.0,28458000000.0,33291000000.0,33222000000.0,36010000000.0,35705000000.0
Inventory,3840000000.0,3942000000.0,3893000000.0,4017000000.0,4115000000.0,4152000000.0,4086000000.0,4411000000.0,4554000000.0
Accounts Payable,1150000000.0,1161000000.0,1421000000.0,1396000000.0,1277000000.0,1171000000.0,1366000000.0,1403000000.0,1256000000.0
Other Current Liab,,,2320000000.0,,,,2326000000.0,,
