,2020-06-26,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01
Investments,-175500000.0,-43000000.0,12200000.0,38600000.0,230400000.0,-11300000.0,3600000.0,18500000.0
Change To Liabilities,25900000.0,48400000.0,22400000.0,-18700000.0,18100000.0,37800000.0,-500000.0,15500000.0
Total Cashflows From Investing Activities,-254500000.0,-190400000.0,-111000000.0,-103900000.0,113900000.0,-3032200000.0,-98000000.0,-116400000.0
Change To Operating Activities,-10000000.0,1000000.0,30600000.0,2900000.0,-79400000.0,121400000.0,-75400000.0,-39300000.0
Net Income,129700000.0,246900000.0,509300000.0,325000000.0,337800000.0,326300000.0,399900000.0,0.0
Total Cash From Operating Activities,258700000.0,267000000.0,485100000.0,615700000.0,272900000.0,398300000.0,581700000.0,392800000.0
Change To Netincome,47400000.0,68600000.0,43800000.0,53400000.0,44700000.0,66300000.0,57500000.0,56400000.0
Net Borrowings,,1489700000.0,1489700000.0,1489700000.0,1489700000.0,748500000.0,-50000000.0,
Total Cash From Financing Activities,-125300000.0,-301200000.0,-323600000.0,-69100000.0,1398300000.0,671800000.0,-490200000.0,
Issuance Of Stock,8900000.0,15500000.0,2700000.0,17100000.0,700000.0,15900000.0,1800000.0,
Change In Cash,-121100000.0,-224600000.0,50500000.0,442700000.0,1785100000.0,-1962100000.0,-6500000.0,
Repurchase Of Stock,-60700000.0,-233200000.0,-243300000.0,-3600000.0,-2300000.0,-1600000.0,-349500000.0,
Depreciation,90600000.0,56500000.0,86400000.0,89300000.0,91000000.0,101500000.0,181500000.0,
Dividends Paid,-73500000.0,-83500000.0,-83000000.0,-82600000.0,-82500000.0,-92500000.0,-92500000.0,
Change To Inventory,-46500000.0,-106900000.0,88900000.0,-27100000.0,-67700000.0,-35300000.0,35500000.0,
Change To Account Receivables,21500000.0,-47500000.0,-296300000.0,190900000.0,-71500000.0,-220800000.0,-17800000.0,
Capital Expenditures,-71600000.0,-145900000.0,-118900000.0,-140900000.0,-115000000.0,-263000000.0,-95800000.0,
Other Cashflows From Financing Activities,,-7300000.0,-7300000.0,-7300000.0,-7300000.0,1500000.0,,
