,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,-96000000.0,18000000.0,36000000.0,520000000.0,14000000.0
Total Cashflows From Investing Activities,-471000000.0,-1170000000.0,-2099000000.0,-779000000.0,-592000000.0
Net Borrowings,-29000000.0,-179000000.0,1433000000.0,-577000000.0,-100000000.0
Total Cash From Financing Activities,-2450000000.0,-2679000000.0,-870000000.0,-2919000000.0,-2774000000.0
Change To Operating Activities,4000000.0,-36000000.0,87000000.0,-26000000.0,-55000000.0
Issuance Of Stock,507000000.0,329000000.0,498000000.0,874000000.0,424000000.0
Net Income,2024000000.0,2400000000.0,2367000000.0,2695000000.0,2166000000.0
Change In Cash,220000000.0,-809000000.0,157000000.0,5000000.0,-56000000.0
Repurchase Of Stock,-1399000000.0,-1238000000.0,-1202000000.0,-1476000000.0,-1320000000.0
Effect Of Exchange Rate,87000000.0,-16000000.0,-7000000.0,-16000000.0,-15000000.0
Total Cash From Operating Activities,3054000000.0,3056000000.0,3133000000.0,3719000000.0,3325000000.0
Depreciation,465000000.0,509000000.0,519000000.0,539000000.0,556000000.0
Other Cashflows From Investing Activities,-6000000.0,7000000.0,3000000.0,3000000.0,-25000000.0
Dividends Paid,-1405000000.0,-1448000000.0,-1473000000.0,-1502000000.0,-1679000000.0
Change To Inventory,-8000000.0,-58000000.0,-77000000.0,-251000000.0,-72000000.0
Change To Account Receivables,-15000000.0,-79000000.0,19000000.0,138000000.0,-84000000.0
Other Cashflows From Financing Activities,-124000000.0,-143000000.0,-126000000.0,-238000000.0,-99000000.0
Change To Netincome,680000000.0,302000000.0,182000000.0,104000000.0,800000000.0
Capital Expenditures,-553000000.0,-436000000.0,-335000000.0,-410000000.0,-567000000.0
Investments,44000000.0,-13000000.0,-53000000.0,-19000000.0,
