,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,2787000000.0,2838000000.0,2894000000.0,2787000000.0,2787000000.0,2719000000.0
Capital Surplus,2666000000.0,2837000000.0,2969000000.0,3011000000.0,3085000000.0,3174000000.0
Total Liab,14409000000.0,14393000000.0,14819000000.0,15138000000.0,15137000000.0,14853000000.0
Total Stockholder Equity,268000000.0,653000000.0,743000000.0,262000000.0,464000000.0,591000000.0
Minority Interest,464000000.0,420000000.0,358000000.0,401000000.0,398000000.0,436000000.0
Other Current Liab,516000000.0,451000000.0,517000000.0,477000000.0,443000000.0,489000000.0
Total Assets,15141000000.0,15466000000.0,15920000000.0,15801000000.0,15999000000.0,15880000000.0
Common Stock,1466000000.0,1466000000.0,1466000000.0,1466000000.0,1466000000.0,1466000000.0
Other Current Assets,435000000.0,428000000.0,476000000.0,428000000.0,502000000.0,518000000.0
Retained Earnings,22731000000.0,23052000000.0,23699000000.0,23624000000.0,23946000000.0,24201000000.0
Other Liab,2937000000.0,2937000000.0,2605000000.0,3029000000.0,2983000000.0,2881000000.0
Good Will,3628000000.0,3711000000.0,3824000000.0,3701000000.0,3753000000.0,3685000000.0
Treasury Stock,-26595000000.0,-26702000000.0,-27391000000.0,-27839000000.0,-28033000000.0,-28250000000.0
Other Assets,1014000000.0,1029000000.0,552000000.0,1079000000.0,1129000000.0,1141000000.0
Cash,997000000.0,989000000.0,888000000.0,995000000.0,937000000.0,958000000.0
Total Current Liabilities,4580000000.0,4481000000.0,4404000000.0,4539000000.0,4203000000.0,4281000000.0
Deferred Long Term Asset Charges,224000000.0,208000000.0,291000000.0,201000000.0,283000000.0,260000000.0
Short Long Term Debt,255000000.0,256000000.0,9000000.0,9000000.0,10000000.0,11000000.0
Other Stockholder Equity,-4520000000.0,-4422000000.0,-4346000000.0,-4455000000.0,-4368000000.0,-4434000000.0
Property Plant Equipment,3483000000.0,3506000000.0,4237000000.0,3609000000.0,3665000000.0,3633000000.0
Total Current Assets,4212000000.0,4367000000.0,4338000000.0,4563000000.0,4652000000.0,4670000000.0
Long Term Investments,17000000.0,15000000.0,75000000.0,62000000.0,13000000.0,32000000.0
Net Tangible Assets,-6147000000.0,-5896000000.0,-5975000000.0,-6226000000.0,-6076000000.0,-5813000000.0
Short Term Investments,25000000.0,80000000.0,37000000.0,62000000.0,70000000.0,100000000.0
Net Receivables,1231000000.0,1292000000.0,1264000000.0,1402000000.0,1443000000.0,1424000000.0
Long Term Debt,6892000000.0,6975000000.0,7300000000.0,7570000000.0,7951000000.0,7691000000.0
Inventory,1524000000.0,1578000000.0,1673000000.0,1676000000.0,1700000000.0,1670000000.0
Accounts Payable,1189000000.0,1225000000.0,1393000000.0,1306000000.0,1272000000.0,1258000000.0
