,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Investments,20000000.0,-61000000.0,48000000.0,-29000000.0,-5000000.0
Change To Liabilities,127000000.0,121000000.0,52000000.0,-75000000.0,-179000000.0
Total Cashflows From Investing Activities,-58000000.0,-151000000.0,-111000000.0,-142000000.0,-147000000.0
Net Borrowings,-470000000.0,-287000000.0,225000000.0,390000000.0,86000000.0
Total Cash From Financing Activities,-833000000.0,-827000000.0,-951000000.0,-334000000.0,-550000000.0
Change To Operating Activities,1000000.0,14000000.0,-3000000.0,-13000000.0,-2000000.0
Issuance Of Stock,56000000.0,287000000.0,234000000.0,30000000.0,121000000.0
Net Income,635000000.0,698000000.0,647000000.0,681000000.0,703000000.0
Change In Cash,143000000.0,-8000000.0,-101000000.0,107000000.0,-58000000.0
Repurchase Of Stock,-8000000.0,-350000000.0,-898000000.0,-372000000.0,-341000000.0
Effect Of Exchange Rate,8000000.0,8000000.0,-2000000.0,-15000000.0,12000000.0
Total Cash From Operating Activities,1026000000.0,962000000.0,963000000.0,598000000.0,627000000.0
Depreciation,133000000.0,134000000.0,139000000.0,137000000.0,137000000.0
Other Cashflows From Investing Activities,3000000.0,3000000.0,3000000.0,-6000000.0,-12000000.0
Dividends Paid,-411000000.0,-378000000.0,-340000000.0,-376000000.0,-420000000.0
Change To Inventory,-205000000.0,-38000000.0,-37000000.0,-40000000.0,1000000.0
Change To Account Receivables,332000000.0,-59000000.0,76000000.0,-170000000.0,-18000000.0
Other Cashflows From Financing Activities,-99000000.0,-99000000.0,-172000000.0,-6000000.0,4000000.0
Change To Netincome,3000000.0,92000000.0,89000000.0,78000000.0,-15000000.0
Capital Expenditures,-77000000.0,-90000000.0,-161000000.0,-107000000.0,-130000000.0
