,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-406000000.0,-181000000.0,-164000000.0,-54000000.0,261000000.0
Change To Liabilities,1842000000.0,304000000.0,1534000000.0,-4068000000.0,6301000000.0
Total Cashflows From Investing Activities,-2382000000.0,-3928000000.0,-3001000000.0,-2425000000.0,-2159000000.0
Net Borrowings,359000000.0,-5000000.0,335000000.0,4075000000.0,-1207000000.0
Total Cash From Financing Activities,-2272000000.0,-3168000000.0,-2997000000.0,2077000000.0,-2846000000.0
Change To Operating Activities,938000000.0,-217000000.0,-25000000.0,96000000.0,271000000.0
Net Income,4065000000.0,3122000000.0,2422000000.0,-1421000000.0,930000000.0
Change In Cash,1034000000.0,-2868000000.0,-399000000.0,730000000.0,809000000.0
Repurchase Of Stock,-1372000000.0,-1708000000.0,-1105000000.0,-156000000.0,-27000000.0
Effect Of Exchange Rate,206000000.0,-143000000.0,68000000.0,130000000.0,-45000000.0
Total Cash From Operating Activities,5482000000.0,4371000000.0,5531000000.0,948000000.0,5859000000.0
Depreciation,1986000000.0,2069000000.0,2255000000.0,2321000000.0,2357000000.0
Other Cashflows From Investing Activities,-525000000.0,-907000000.0,-843000000.0,-583000000.0,-755000000.0
Dividends Paid,-1242000000.0,-1369000000.0,-1492000000.0,-1600000000.0,-1602000000.0
Change To Inventory,-516000000.0,-197000000.0,-385000000.0,1007000000.0,-253000000.0
Change To Account Receivables,-870000000.0,-460000000.0,-1041000000.0,2773000000.0,-4382000000.0
Other Cashflows From Financing Activities,-17000000.0,-86000000.0,-735000000.0,-242000000.0,-10000000.0
Change To Netincome,-2452000000.0,434000000.0,618000000.0,483000000.0,411000000.0
Capital Expenditures,-1451000000.0,-2284000000.0,-1994000000.0,-1788000000.0,-1665000000.0
Issuance Of Stock,10000000.0,,,,
