,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Capital Surplus,6824000000.0,6834000000.0,6814000000.0,6810000000.0,6819000000.0,6830000000.0,6827000000.0,6832000000.0
Total Liab,28465000000.0,31716000000.0,32132000000.0,34887000000.0,36752000000.0,36102000000.0,38071000000.0,39992000000.0
Total Stockholder Equity,19847000000.0,19223000000.0,18801000000.0,17801000000.0,17651000000.0,17476000000.0,18430000000.0,18821000000.0
Minority Interest,787000000.0,793000000.0,841000000.0,926000000.0,1053000000.0,1113000000.0,1387000000.0,1589000000.0
Deferred Long Term Liab,4411000000.0,4347000000.0,1703000000.0,5644000000.0,5623000000.0,5461000000.0,1853000000.0,6213000000.0
Other Current Liab,160000000.0,103000000.0,168000000.0,244000000.0,228000000.0,316000000.0,456000000.0,803000000.0
Total Assets,49099000000.0,51732000000.0,51774000000.0,53614000000.0,55456000000.0,54691000000.0,57888000000.0,60402000000.0
Common Stock,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
Other Current Assets,684000000.0,407000000.0,,396000000.0,572000000.0,789000000.0,,1863000000.0
Retained Earnings,30575000000.0,29712000000.0,28953000000.0,27849000000.0,27610000000.0,27673000000.0,28281000000.0,28785000000.0
Other Liab,8155000000.0,8113000000.0,8010000000.0,8650000000.0,8902000000.0,8718000000.0,7674000000.0,8341000000.0
Treasury Stock,-17559000000.0,-17330000000.0,-16973000000.0,-16865000000.0,-16785000000.0,-17034000000.0,-16685000000.0,-16803000000.0
Other Assets,4411000000.0,4347000000.0,2857000000.0,5644000000.0,5623000000.0,5461000000.0,3380000000.0,6213000000.0
Cash,2319000000.0,4047000000.0,3313000000.0,2254000000.0,3572000000.0,3498000000.0,4122000000.0,2638000000.0
Total Current Liabilities,7300000000.0,8122000000.0,9283000000.0,12307000000.0,14214000000.0,14313000000.0,16851000000.0,19785000000.0
Short Long Term Debt,516000000.0,556000000.0,603000000.0,734000000.0,1044000000.0,1162000000.0,1110000000.0,1295000000.0
Other Stockholder Equity,-1799000000.0,-1571000000.0,-1254000000.0,-1165000000.0,-1089000000.0,-1338000000.0,-1008000000.0,-1009000000.0
Property Plant Equipment,31926000000.0,31963000000.0,31593000000.0,30379000000.0,30461000000.0,30440000000.0,32131000000.0,30876000000.0
Total Current Assets,12762000000.0,15422000000.0,15844000000.0,17591000000.0,19372000000.0,18790000000.0,21165000000.0,23313000000.0
Net Tangible Assets,19847000000.0,19223000000.0,18293000000.0,17801000000.0,17651000000.0,17476000000.0,17952000000.0,18821000000.0
Net Receivables,3468000000.0,5194000000.0,6109000000.0,8618000000.0,8560000000.0,7838000000.0,10378000000.0,11217000000.0
Long Term Debt,9913000000.0,12411000000.0,12410000000.0,13930000000.0,13636000000.0,13071000000.0,10840000000.0,11866000000.0
Inventory,5420000000.0,5357000000.0,6038000000.0,5881000000.0,6103000000.0,6227000000.0,6265000000.0,7174000000.0
Accounts Payable,4652000000.0,5237000000.0,6082000000.0,9113000000.0,10168000000.0,9820000000.0,12495000000.0,15236000000.0
Intangible Assets,,,248000000.0,,,,218000000.0,
Good Will,,,260000000.0,,,,260000000.0,
Long Term Investments,,,972000000.0,,,,734000000.0,
