,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,3090000000.0,3030000000.0,2980000000.0,3391000000.0,2797000000.0,2385000000.0,2130000000.0
Capital Surplus,6711000000.0,6780000000.0,6847000000.0,6925000000.0,7057000000.0,7311000000.0,7411000000.0
Total Liab,50599000000.0,54203000000.0,60830000000.0,63569000000.0,62932000000.0,63688000000.0,64495000000.0
Total Stockholder Equity,5446000000.0,5890000000.0,-477000000.0,-21000000.0,-529000000.0,-571000000.0,-1274000000.0
Minority Interest,1621000000.0,1465000000.0,1492000000.0,1467000000.0,491000000.0,484000000.0,487000000.0
Other Current Liab,650000000.0,686000000.0,197000000.0,167000000.0,685000000.0,3504000000.0,5975000000.0
Total Assets,57666000000.0,61558000000.0,61845000000.0,65015000000.0,62894000000.0,63601000000.0,63708000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,1136000000.0,1003000000.0,177000000.0,134000000.0,123000000.0,3470000000.0,5940000000.0
Retained Earnings,13384000000.0,13890000000.0,7595000000.0,8202000000.0,8618000000.0,8812000000.0,8734000000.0
Other Liab,3970000000.0,3920000000.0,10582000000.0,11101000000.0,10657000000.0,9988000000.0,10076000000.0
Good Will,9419000000.0,9414000000.0,9511000000.0,9493000000.0,9520000000.0,9473000000.0,9462000000.0
Treasury Stock,-14651000000.0,-14782000000.0,-14921000000.0,-15150000000.0,-16206000000.0,-16696000000.0,-17421000000.0
Other Assets,2226000000.0,2403000000.0,2246000000.0,1799000000.0,2607000000.0,2173000000.0,1971000000.0
Cash,2613000000.0,3091000000.0,3577000000.0,6278000000.0,2423000000.0,2151000000.0,2754000000.0
Total Current Liabilities,38600000000.0,42724000000.0,41930000000.0,44103000000.0,43835000000.0,46075000000.0,47452000000.0
Short Long Term Debt,1072000000.0,1783000000.0,860000000.0,774000000.0,807000000.0,75000000.0,466000000.0
Other Stockholder Equity,-1735000000.0,-1597000000.0,-1503000000.0,-1480000000.0,-1627000000.0,-1665000000.0,-1655000000.0
Property Plant Equipment,4249000000.0,4366000000.0,4473000000.0,4681000000.0,4620000000.0,3990000000.0,3645000000.0
Total Current Assets,38682000000.0,42345000000.0,42368000000.0,45382000000.0,43350000000.0,45580000000.0,46498000000.0
Long Term Investments,,,267000000.0,269000000.0,,,2000000.0
Net Tangible Assets,-7063000000.0,-6554000000.0,-12968000000.0,-12905000000.0,-12846000000.0,-12429000000.0,-12866000000.0
Net Receivables,17768000000.0,19285000000.0,18877000000.0,19181000000.0,20198000000.0,20140000000.0,18355000000.0
Long Term Debt,6210000000.0,5651000000.0,6299000000.0,6292000000.0,6282000000.0,5769000000.0,5323000000.0
Inventory,16607000000.0,18435000000.0,19211000000.0,19246000000.0,20016000000.0,19342000000.0,19024000000.0
Accounts Payable,33209000000.0,36255000000.0,36509000000.0,38975000000.0,38389000000.0,38922000000.0,37183000000.0
