,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Change To Liabilities,-4214000000.0,2909000000.0,65000000.0,2507000000.0,-609000000.0,2040000000.0
Total Cashflows From Investing Activities,-130000000.0,-148000000.0,68000000.0,-205000000.0,-99000000.0,-58000000.0
Net Borrowings,-2000000.0,-3000000.0,-373000000.0,-162000000.0,-2000000.0,-1320000000.0
Total Cash From Financing Activities,61000000.0,-462000000.0,-775000000.0,-517000000.0,-2151000000.0,-1743000000.0
Change To Operating Activities,-89000000.0,111000000.0,8157000000.0,37000000.0,-165000000.0,130000000.0
Issuance Of Stock,21000000.0,18000000.0,16000000.0,37000000.0,71000000.0,40000000.0
Net Income,444000000.0,577000000.0,-6226000000.0,666000000.0,486000000.0,267000000.0
Change In Cash,-1159000000.0,376000000.0,492000000.0,2664000000.0,-3861000000.0,-2000000.0
Repurchase Of Stock,-24000000.0,-248000000.0,-254000000.0,-244000000.0,-1008000000.0,-264000000.0
Effect Of Exchange Rate,-28000000.0,-35000000.0,-14000000.0,16000000.0,11000000.0,7000000.0
Total Cash From Operating Activities,-1062000000.0,1021000000.0,1213000000.0,3370000000.0,-1622000000.0,1792000000.0
Depreciation,217000000.0,222000000.0,227000000.0,221000000.0,218000000.0,195000000.0
Other Cashflows From Investing Activities,-16000000.0,2000000.0,-61000000.0,-64000000.0,-22000000.0,-31000000.0
Dividends Paid,-74000000.0,-66000000.0,-69000000.0,-67000000.0,-69000000.0,-65000000.0
Change To Inventory,238000000.0,-1634000000.0,-650000000.0,-230000000.0,-901000000.0,-263000000.0
Change To Account Receivables,2291000000.0,-1310000000.0,519000000.0,-355000000.0,-1045000000.0,-1266000000.0
Other Cashflows From Financing Activities,140000000.0,-163000000.0,-95000000.0,-81000000.0,-1143000000.0,-134000000.0
Change To Netincome,-25000000.0,280000000.0,-1121000000.0,874000000.0,448000000.0,595000000.0
Capital Expenditures,-72000000.0,-102000000.0,-119000000.0,-158000000.0,-93000000.0,-93000000.0
