,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Change To Liabilities,-29000000.0,-18000000.0,142000000.0,-67000000.0,140000000.0,-77000000.0,188000000.0
Total Cashflows From Investing Activities,-610000000.0,-664000000.0,-595000000.0,-505000000.0,-566000000.0,-721000000.0,-917000000.0
Net Borrowings,543000000.0,-390000000.0,-1347000000.0,-62000000.0,2124000000.0,574000000.0,321000000.0
Total Cash From Financing Activities,-110000000.0,-1043000000.0,-2752000000.0,-2073000000.0,-1734000000.0,-1484000000.0,-1867000000.0
Change To Operating Activities,-37000000.0,29000000.0,-27000000.0,-1000000.0,-2000000.0,22000000.0,12000000.0
Net Income,1132000000.0,1363000000.0,1380000000.0,1341000000.0,1798000000.0,1673000000.0,1711000000.0
Change In Cash,1517000000.0,-106000000.0,-800000000.0,-620000000.0,-39000000.0,79000000.0,-255000000.0
Repurchase Of Stock,-749000000.0,-749000000.0,-749000000.0,-1347000000.0,-3138000000.0,-1361000000.0,-1445000000.0
Total Cash From Operating Activities,2237000000.0,1601000000.0,2547000000.0,1958000000.0,2261000000.0,2284000000.0,2529000000.0
Depreciation,551000000.0,555000000.0,557000000.0,549000000.0,550000000.0,553000000.0,556000000.0
Other Cashflows From Investing Activities,83000000.0,19000000.0,3000000.0,14000000.0,-20000000.0,15000000.0,16000000.0
Dividends Paid,-659000000.0,-655000000.0,-652000000.0,-650000000.0,-700000000.0,-695000000.0,-755000000.0
Change To Inventory,24000000.0,19000000.0,11000000.0,-21000000.0,-29000000.0,24000000.0,43000000.0
Change To Account Receivables,281000000.0,-177000000.0,60000000.0,-105000000.0,-56000000.0,-13000000.0,-43000000.0
Other Cashflows From Financing Activities,6000000.0,2000000.0,-4000000.0,-14000000.0,-20000000.0,-2000000.0,12000000.0
Change To Netincome,135000000.0,284000000.0,269000000.0,-77000000.0,77000000.0,122000000.0,-24000000.0
Capital Expenditures,-792000000.0,-695000000.0,-633000000.0,-536000000.0,-654000000.0,-755000000.0,-991000000.0
Investments,5000000.0,5000000.0,5000000.0,24000000.0,24000000.0,,
