,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,525000000.0,516000000.0,527000000.0,516000000.0
Capital Surplus,8543000000.0,8567000000.0,8591000000.0,8598000000.0
Total Liab,4914000000.0,4628000000.0,4650000000.0,4522000000.0
Total Stockholder Equity,5460000000.0,5465000000.0,5210000000.0,5081000000.0
Minority Interest,73000000.0,75000000.0,69000000.0,69000000.0
Other Current Liab,601000000.0,561000000.0,507000000.0,474000000.0
Total Assets,10447000000.0,10168000000.0,9929000000.0,9672000000.0
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0
Other Current Assets,9000000.0,12000000.0,34000000.0,24000000.0
Retained Earnings,-1474000000.0,-1529000000.0,-1876000000.0,-1991000000.0
Other Liab,294000000.0,301000000.0,337000000.0,329000000.0
Good Will,1493000000.0,1493000000.0,1493000000.0,1495000000.0
Treasury Stock,-1613000000.0,-1577000000.0,-1509000000.0,-1530000000.0
Other Assets,158000000.0,155000000.0,156000000.0,181000000.0
Cash,1447000000.0,1485000000.0,1692000000.0,1607000000.0
Total Current Liabilities,1954000000.0,1884000000.0,1867000000.0,1934000000.0
Short Long Term Debt,,,,182000000.0
Other Stockholder Equity,-1613000000.0,-1577000000.0,-1509000000.0,-1530000000.0
Property Plant Equipment,2615000000.0,2569000000.0,2493000000.0,2437000000.0
Total Current Assets,5590000000.0,5376000000.0,5209000000.0,4996000000.0
Long Term Investments,66000000.0,59000000.0,51000000.0,47000000.0
Net Tangible Assets,3442000000.0,3456000000.0,3190000000.0,3070000000.0
Net Receivables,2010000000.0,2049000000.0,1885000000.0,1842000000.0
Long Term Debt,2029000000.0,1824000000.0,1834000000.0,1669000000.0
Inventory,1929000000.0,1745000000.0,1408000000.0,1357000000.0
Accounts Payable,556000000.0,476000000.0,489000000.0,467000000.0
