,2018-04-27,2019-04-26,2020-04-24,2021-04-30
Intangible Assets,94000000.0,47000000.0,44000000.0,101000000.0
Total Liab,7715000000.0,7651000000.0,7280000000.0,8675000000.0
Total Stockholder Equity,2276000000.0,1090000000.0,242000000.0,685000000.0
Deferred Long Term Liab,71000000.0,97000000.0,89000000.0,111000000.0
Other Current Liab,1737000000.0,1850000000.0,1922000000.0,2084000000.0
Total Assets,9991000000.0,8741000000.0,7522000000.0,9360000000.0
Common Stock,2355000000.0,1133000000.0,284000000.0,504000000.0
Other Current Assets,386000000.0,358000000.0,268000000.0,338000000.0
Retained Earnings,-9000000.0,,,211000000.0
Other Liab,2643000000.0,2640000000.0,2425000000.0,2520000000.0
Good Will,1739000000.0,1735000000.0,1778000000.0,2039000000.0
Treasury Stock,-70000000.0,-43000000.0,-42000000.0,-30000000.0
Other Assets,425000000.0,561000000.0,468000000.0,477000000.0
Cash,2941000000.0,2325000000.0,2658000000.0,4529000000.0
Total Current Liabilities,3531000000.0,3867000000.0,3616000000.0,3452000000.0
Deferred Long Term Asset Charges,229000000.0,201000000.0,220000000.0,219000000.0
Other Stockholder Equity,-70000000.0,-43000000.0,-42000000.0,-30000000.0
Property Plant Equipment,756000000.0,759000000.0,864000000.0,639000000.0
Total Current Assets,6952000000.0,5610000000.0,4274000000.0,6001000000.0
Long Term Investments,25000000.0,29000000.0,94000000.0,103000000.0
Net Tangible Assets,443000000.0,-692000000.0,-1580000000.0,-1455000000.0
Short Term Investments,2456000000.0,1580000000.0,230000000.0,75000000.0
Net Receivables,1047000000.0,1216000000.0,973000000.0,945000000.0
Long Term Debt,1541000000.0,1144000000.0,1146000000.0,2632000000.0
Inventory,122000000.0,131000000.0,145000000.0,114000000.0
Accounts Payable,609000000.0,542000000.0,426000000.0,420000000.0
Short Long Term Debt,,400000000.0,,
