,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29
Investments,85000000.0,22000000.0,33000000.0,20000000.0,11000000.0,15000000.0
Change To Liabilities,-187000000.0,10000000.0,95000000.0,264000000.0,-133000000.0,47000000.0
Total Cashflows From Investing Activities,-311000000.0,-10000000.0,1000000.0,341000000.0,-54000000.0,-31000000.0
Total Cash From Financing Activities,1003000000.0,-257000000.0,-122000000.0,-180000000.0,-218000000.0,-243000000.0
Change To Operating Activities,-197000000.0,119000000.0,-38000000.0,183000000.0,-213000000.0,36000000.0
Net Income,77000000.0,137000000.0,182000000.0,334000000.0,202000000.0,224000000.0
Change In Cash,975000000.0,-105000000.0,278000000.0,721000000.0,-35000000.0,16000000.0
Repurchase Of Stock,-33000000.0,-1000000.0,-54000000.0,-79000000.0,-157000000.0,-131000000.0
Effect Of Exchange Rate,43000000.0,1000000.0,26000000.0,1000000.0,-5000000.0,-8000000.0
Total Cash From Operating Activities,240000000.0,161000000.0,373000000.0,559000000.0,242000000.0,298000000.0
Depreciation,39000000.0,41000000.0,42000000.0,41000000.0,39000000.0,39000000.0
Dividends Paid,-107000000.0,-107000000.0,-107000000.0,-106000000.0,-112000000.0,-112000000.0
Change To Inventory,9000000.0,20000000.0,10000000.0,-8000000.0,6000000.0,-47000000.0
Change To Account Receivables,391000000.0,-194000000.0,11000000.0,-146000000.0,287000000.0,5000000.0
Change To Netincome,92000000.0,65000000.0,64000000.0,-110000000.0,55000000.0,44000000.0
Capital Expenditures,-52000000.0,-40000000.0,-32000000.0,-38000000.0,-51000000.0,-46000000.0
Issuance Of Stock,48000000.0,1000000.0,43000000.0,6000000.0,53000000.0,
Other Cashflows From Financing Activities,-3000000.0,-4000000.0,-4000000.0,-1000000.0,-2000000.0,
Other Cashflows From Investing Activities,8000000.0,8000000.0,-6000000.0,-6000000.0,,
Net Borrowings,1098000000.0,-150000000.0,,,,
