,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,4446356000.0,4517255000.0,4595444000.0,4662509000.0,4743032000.0,4837409000.0,4914728000.0
Capital Surplus,528060000.0,536727000.0,527435000.0,516013000.0,524647000.0,533683000.0,520564000.0
Total Liab,19685811000.0,19816985000.0,20275639000.0,20280559000.0,20963135000.0,20888427000.0,21125242000.0
Total Stockholder Equity,7848369000.0,8224908000.0,8771092000.0,7832337000.0,8616922000.0,8608151000.0,8642806000.0
Other Current Liab,1700214000.0,1746763000.0,1895451000.0,1655105000.0,1844074000.0,1814327000.0,1830493000.0
Total Assets,27534180000.0,28041893000.0,29046731000.0,28112896000.0,29580057000.0,29496578000.0,29768048000.0
Common Stock,117218000.0,117218000.0,113218000.0,113218000.0,113218000.0,113218000.0,109218000.0
Other Current Assets,251595000.0,259697000.0,248991000.0,268384000.0,254587000.0,264257000.0,251307000.0
Retained Earnings,5838930000.0,6002407000.0,5874109000.0,6020552000.0,6185966000.0,6353261000.0,6182100000.0
Other Liab,15502239000.0,15755505000.0,16036864000.0,16284023000.0,16497176000.0,16738399000.0,16855671000.0
Good Will,441591000.0,441591000.0,441591000.0,441591000.0,441591000.0,481791000.0,481791000.0
Treasury Stock,1364161000.0,1568556000.0,2256330000.0,1182554000.0,1793091000.0,1607989000.0,1830924000.0
Other Assets,1374330000.0,1415973000.0,992008000.0,1472006000.0,1507132000.0,1480986000.0,1404878000.0
Cash,114031000.0,80101000.0,94847000.0,81504000.0,138072000.0,96325000.0,92163000.0
Total Current Liabilities,2911468000.0,2393974000.0,2555183000.0,2328214000.0,2479843000.0,2603834000.0,2723077000.0
Short Long Term Debt,381793000.0,,,,,149666000.0,149752000.0
Other Stockholder Equity,2231893000.0,2550619000.0,3029244000.0,2024515000.0,2750279000.0,2661619000.0,2677583000.0
Total Current Assets,1342816000.0,1062036000.0,925800000.0,920832000.0,1248973000.0,939421000.0,900058000.0
Long Term Investments,19929087000.0,20605038000.0,21905888000.0,20615958000.0,21639329000.0,21756971000.0,21861593000.0
Net Tangible Assets,7406778000.0,7783317000.0,8329501000.0,7390746000.0,8175331000.0,8126360000.0,8161015000.0
Short Term Investments,531651000.0,263879000.0,107782000.0,93348000.0,371922000.0,93364000.0,69145000.0
Net Receivables,445539000.0,458359000.0,474180000.0,477596000.0,484392000.0,485475000.0,487443000.0
Long Term Debt,1272104000.0,1667506000.0,1667886000.0,1668322000.0,1986116000.0,1546194000.0,1546494000.0
Accounts Payable,380178000.0,367453000.0,399507000.0,398190000.0,375823000.0,395914000.0,412940000.0
Property Plant Equipment,,,186000000.0,,,,205000000.0
