,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-07-03,2021-10-02,2022-01-01,2022-04-02
Intangible Assets,1379400000.0,1377900000.0,1376300000.0,1374700000.0,1373400000.0,1371700000.0,1370100000.0,1368400000.0
Capital Surplus,3358500000.0,3364800000.0,3388300000.0,3442300000.0,3487000000.0,3480500000.0,3521500000.0,3593500000.0
Total Liab,5647800000.0,5603300000.0,5259700000.0,4951000000.0,5123100000.0,4864100000.0,5002000000.0,4803200000.0
Total Stockholder Equity,2276400000.0,2530100000.0,2890700000.0,3015000000.0,3259300000.0,3150000000.0,2927400000.0,2535000000.0
Other Current Liab,100500000.0,38100000.0,59300000.0,53300000.0,52000000.0,37500000.0,63200000.0,51200000.0
Total Assets,7924200000.0,8133400000.0,8150400000.0,7966000000.0,8382400000.0,8014100000.0,7929400000.0,7338200000.0
Common Stock,2800000.0,2800000.0,2800000.0,2800000.0,2800000.0,2800000.0,2600000.0,2500000.0
Other Current Assets,85000000.0,74600000.0,89400000.0,78600000.0,76100000.0,78900000.0,82400000.0,59700000.0
Retained Earnings,-992700000.0,-761000000.0,-450000000.0,-358300000.0,-158500000.0,-251200000.0,-501000000.0,-943300000.0
Other Liab,513600000.0,451600000.0,474400000.0,489900000.0,577300000.0,551800000.0,551400000.0,521200000.0
Good Will,1301100000.0,1307100000.0,1317100000.0,1300200000.0,1297300000.0,1294900000.0,1285200000.0,1268300000.0
Treasury Stock,-92200000.0,-76500000.0,-50400000.0,-71800000.0,-72000000.0,-82100000.0,-95700000.0,-117700000.0
Other Assets,158300000.0,157300000.0,174700000.0,165500000.0,161700000.0,158200000.0,164300000.0,206600000.0
Cash,1426300000.0,1513900000.0,1642600000.0,1651700000.0,2007700000.0,1252600000.0,1257400000.0,806000000.0
Total Current Liabilities,1742100000.0,1819000000.0,1533100000.0,1291100000.0,1425800000.0,1646600000.0,1843700000.0,1733300000.0
Short Long Term Debt,11500000.0,11500000.0,,,,400000000.0,400000000.0,400000000.0
Other Stockholder Equity,-92200000.0,-76500000.0,-50400000.0,-71800000.0,-72000000.0,-82100000.0,-95700000.0,-117700000.0
Property Plant Equipment,2532200000.0,2445600000.0,2405100000.0,2229000000.0,2174700000.0,2103100000.0,2051300000.0,1936300000.0
Total Current Assets,2553100000.0,2845500000.0,2877200000.0,2896600000.0,3375300000.0,3086200000.0,3058500000.0,2558600000.0
Net Tangible Assets,-404100000.0,-154900000.0,197300000.0,340100000.0,588600000.0,483400000.0,272100000.0,-101700000.0
Short Term Investments,8100000.0,8500000.0,9200000.0,7500000.0,8100000.0,402600000.0,390300000.0,267000000.0
Net Receivables,239300000.0,366400000.0,436300000.0,393500000.0,454800000.0,430500000.0,474200000.0,416900000.0
Long Term Debt,1587900000.0,1588600000.0,1589300000.0,1590000000.0,1590700000.0,1191400000.0,1189100000.0,1189800000.0
Inventory,736900000.0,811200000.0,631900000.0,700300000.0,734800000.0,818300000.0,750000000.0,913000000.0
Accounts Payable,130800000.0,296000000.0,386300000.0,409500000.0,445200000.0,414000000.0,468200000.0,478900000.0
Deferred Long Term Asset Charges,55900000.0,57300000.0,61100000.0,58800000.0,65600000.0,,,
Long Term Investments,100000.0,,,,,,,
