,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,1272000000.0,1244000000.0,1309000000.0,1318000000.0,846000000.0
Capital Surplus,3151000000.0,3627000000.0,3374000000.0,3133000000.0,2885000000.0
Total Liab,55020000000.0,56930000000.0,60313000000.0,61055000000.0,62451000000.0
Total Stockholder Equity,19204000000.0,18518000000.0,19119000000.0,17860000000.0,17846000000.0
Minority Interest,5362000000.0,2868000000.0,2811000000.0,1321000000.0,1329000000.0
Deferred Long Term Liab,212000000.0,2513000000.0,2840000000.0,3068000000.0,3476000000.0
Other Current Liab,4029000000.0,4183000000.0,4583000000.0,5119000000.0,5761000000.0
Total Assets,79586000000.0,78316000000.0,82243000000.0,80236000000.0,81626000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,2000000.0
Other Current Assets,4674000000.0,4820000000.0,4574000000.0,4838000000.0,5840000000.0
Retained Earnings,16096000000.0,15773000000.0,15823000000.0,14150000000.0,14776000000.0
Other Liab,17394000000.0,19345000000.0,21675000000.0,22528000000.0,22984000000.0
Good Will,659000000.0,665000000.0,767000000.0,785000000.0,349000000.0
Treasury Stock,-46000000.0,-885000000.0,-81000000.0,574000000.0,183000000.0
Other Assets,1680000000.0,4033000000.0,4409000000.0,4858000000.0,5705000000.0
Cash,472000000.0,405000000.0,336000000.0,478000000.0,621000000.0
Total Current Liabilities,26373000000.0,26226000000.0,26488000000.0,27954000000.0,30181000000.0
Deferred Long Term Asset Charges,25000000.0,37000000.0,37000000.0,43000000.0,45000000.0
Short Long Term Debt,280000000.0,15000000.0,75000000.0,35000000.0,93000000.0
Other Stockholder Equity,-26000000.0,-880000000.0,-68000000.0,581000000.0,186000000.0
Property Plant Equipment,15427000000.0,15511000000.0,16141000000.0,10821000000.0,10160000000.0
Total Current Assets,13909000000.0,12391000000.0,12692000000.0,13027000000.0,14761000000.0
Long Term Investments,46639000000.0,44472000000.0,46925000000.0,49427000000.0,49805000000.0
Net Tangible Assets,17907000000.0,17242000000.0,17705000000.0,16465000000.0,17388000000.0
Short Term Investments,4646000000.0,3869000000.0,4628000000.0,4674000000.0,4860000000.0
Net Receivables,2939000000.0,3140000000.0,3101000000.0,2995000000.0,3433000000.0
Long Term Debt,11235000000.0,11345000000.0,11443000000.0,10041000000.0,8980000000.0
Accounts Payable,22004000000.0,21984000000.0,21720000000.0,22706000000.0,24174000000.0
