,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30
Investments,5000000.0,2000000.0,4000000.0,4000000.0,-56500000.0,-56500000.0,-220800000.0,173000000.0
Change To Liabilities,-17100000.0,136800000.0,510000000.0,-209700000.0,-11700000.0,125600000.0,525100000.0,-256000000.0
Total Cashflows From Investing Activities,-33800000.0,-64900000.0,-227200000.0,-1040400000.0,-146000000.0,-112600000.0,-295600000.0,31000000.0
Total Cash From Financing Activities,-12400000.0,-201400000.0,-202800000.0,-142100000.0,-53800000.0,669200000.0,-641900000.0,-460000000.0
Change To Operating Activities,-4500000.0,-9600000.0,5200000.0,-125600000.0,-31900000.0,18700000.0,5300000.0,-23000000.0
Issuance Of Stock,1700000.0,54400000.0,1200000.0,64200000.0,500000.0,48600000.0,400000.0,67000000.0
Net Income,98200000.0,132200000.0,911300000.0,155600000.0,115600000.0,136700000.0,89100000.0,146000000.0
Change In Cash,50100000.0,97200000.0,235200000.0,-849000000.0,300000.0,825400000.0,-220500000.0,-10000000.0
Repurchase Of Stock,-14100000.0,-255800000.0,-204000000.0,-206300000.0,-54300000.0,-369900000.0,-641500000.0,-527000000.0
Effect Of Exchange Rate,5100000.0,2400000.0,7600000.0,-2600000.0,-1900000.0,-1600000.0,-5800000.0,-15000000.0
Total Cash From Operating Activities,91200000.0,361100000.0,657600000.0,336100000.0,202000000.0,270400000.0,722800000.0,434000000.0
Depreciation,22600000.0,24600000.0,23100000.0,22800000.0,27200000.0,20400000.0,14500000.0,20000000.0
Other Cashflows From Investing Activities,-10800000.0,-1200000.0,-2300000.0,8400000.0,-400000.0,-10300000.0,-2200000.0,-30000000.0
Change To Account Receivables,-132800000.0,-49900000.0,-100200000.0,324400000.0,-31800000.0,-222600000.0,-136200000.0,332000000.0
Change To Netincome,110200000.0,108500000.0,-694500000.0,153200000.0,146400000.0,138700000.0,230600000.0,159000000.0
Capital Expenditures,-26800000.0,-20900000.0,-23500000.0,-20300000.0,-15800000.0,-13400000.0,-6500000.0,-12000000.0
Other Cashflows From Financing Activities,,,-6500000.0,-6500000.0,-6500000.0,-6500000.0,-800000.0,
Net Borrowings,,,997000000.0,997000000.0,997000000.0,997000000.0,,
