,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31
Intangible Assets,178100000.0,179400000.0,199300000.0,503100000.0,511300000.0,498200000.0,493800000.0
Total Liab,5680000000.0,5875200000.0,6314300000.0,6169900000.0,6092800000.0,7251100000.0,7757700000.0
Total Stockholder Equity,67300000.0,69300000.0,965500000.0,1128400000.0,1327800000.0,1279900000.0,849100000.0
Other Current Liab,2165300000.0,2218400000.0,2561000000.0,2599200000.0,2549700000.0,2623400000.0,2903700000.0
Total Assets,5747300000.0,5944500000.0,7279800000.0,7298300000.0,7420600000.0,8531000000.0,8606800000.0
Common Stock,2492700000.0,2507100000.0,2578900000.0,2639400000.0,2780700000.0,2821400000.0,2923100000.0
Other Current Assets,7300000.0,5700000.0,4700000.0,6100000.0,8700000.0,18200000.0,12200000.0
Retained Earnings,-2270900000.0,-2281400000.0,-1487500000.0,-1409300000.0,-1339500000.0,-1439100000.0,-1950000000.0
Other Liab,1031000000.0,1028800000.0,1026400000.0,1024600000.0,1008100000.0,1009800000.0,1124600000.0
Good Will,2459100000.0,2484200000.0,2706500000.0,3484000000.0,3562200000.0,3579200000.0,3603800000.0
Treasury Stock,-154500000.0,-156400000.0,-125900000.0,-101700000.0,-113400000.0,-102400000.0,-124000000.0
Other Assets,312200000.0,323200000.0,1065300000.0,1207000000.0,1218500000.0,1223700000.0,1233000000.0
Cash,1439800000.0,1537000000.0,1772200000.0,923200000.0,923500000.0,1748900000.0,1528400000.0
Total Current Liabilities,2619600000.0,2811600000.0,3254700000.0,3130100000.0,3087400000.0,3281500000.0,4009400000.0
Deferred Long Term Asset Charges,51500000.0,44300000.0,763100000.0,743700000.0,739600000.0,740400000.0,740700000.0
Short Long Term Debt,,,,,,,349700000.0
Other Stockholder Equity,-154500000.0,-156400000.0,-125900000.0,-101700000.0,-113400000.0,-102400000.0,-124000000.0
Property Plant Equipment,594000000.0,617900000.0,609500000.0,598800000.0,582600000.0,555400000.0,467000000.0
Total Current Assets,2203900000.0,2339800000.0,2699200000.0,1505400000.0,1546000000.0,2654800000.0,2763800000.0
Long Term Investments,,,,,,19700000.0,45400000.0
Net Tangible Assets,-2569900000.0,-2594300000.0,-1940300000.0,-2858700000.0,-2745700000.0,-2797500000.0,-3248500000.0
Short Term Investments,79700000.0,78500000.0,85000000.0,,1400000.0,43200000.0,235700000.0
Net Receivables,490100000.0,540400000.0,643100000.0,326100000.0,357800000.0,580300000.0,716100000.0
Long Term Debt,1636100000.0,1636600000.0,1637200000.0,1637900000.0,1638400000.0,2626800000.0,2277900000.0
Accounts Payable,99200000.0,121300000.0,122500000.0,124000000.0,108400000.0,133600000.0,120800000.0
