,2017-10-31,2018-10-31,2019-10-31,2020-10-31,2021-10-31
Investments,141374000.0,9382000.0,3116000.0,-611000.0,-156473000.0
Change To Liabilities,120987000.0,154372000.0,106437000.0,262495000.0,285458000.0
Total Cashflows From Investing Activities,-189282000.0,-743525000.0,-235877000.0,-360418000.0,-549030000.0
Net Borrowings,-60625000.0,325322000.0,-331166000.0,-12390000.0,-28061000.0
Total Cash From Financing Activities,-373120000.0,5138000.0,-561892000.0,-140606000.0,-748748000.0
Change To Operating Activities,-51137000.0,-38467000.0,-175528000.0,-173243000.0,-337792000.0
Issuance Of Stock,126337000.0,123829000.0,156364000.0,197403000.0,210719000.0
Net Income,136563000.0,432518000.0,532367000.0,664347000.0,757516000.0
Change In Cash,69653000.0,-325074000.0,5526000.0,507443000.0,197213000.0
Repurchase Of Stock,-416730000.0,-445772000.0,-386328000.0,-324303000.0,-892031000.0
Effect Of Exchange Rate,-427000.0,-11086000.0,2782000.0,17154000.0,2369000.0
Total Cash From Operating Activities,632482000.0,424399000.0,800513000.0,991313000.0,1492622000.0
Depreciation,119540000.0,126788000.0,142645000.0,158373000.0,153560000.0
Other Cashflows From Investing Activities,2100000.0,-800000.0,-800000.0,-800000.0,-800000.0
Change To Inventory,-20137000.0,-65751000.0,-17396000.0,-55024000.0,-48046000.0
Change To Account Receivables,2296000.0,-95785000.0,-8575000.0,-236806000.0,201706000.0
Other Cashflows From Financing Activities,-22102000.0,1759000.0,-762000.0,-1316000.0,-39375000.0
Change To Netincome,234803000.0,-67854000.0,79005000.0,244253000.0,336551000.0
Capital Expenditures,-70328000.0,-98976000.0,-198129000.0,-154717000.0,-93764000.0
