,2017-10-31,2018-10-31,2019-10-31,2020-10-31,2021-10-31
Intangible Assets,253843000.0,360404000.0,279374000.0,254322000.0,279132000.0
Capital Surplus,1622429000.0,1644830000.0,1635455000.0,1653166000.0,1576363000.0
Total Liab,2116690000.0,2660959000.0,2316284000.0,3117695000.0,3453317000.0
Total Stockholder Equity,3275620000.0,3479152000.0,4083013000.0,4907404000.0,5295137000.0
Minority Interest,4104000.0,5863000.0,5863000.0,4963000.0,3806000.0
Deferred Long Term Liab,,,86400000.0,81300000.0,92200000.0
Other Current Liab,1104339000.0,1180320000.0,1228380000.0,1418381000.0,1566134000.0
Total Assets,5396414000.0,6145974000.0,6405160000.0,8030062000.0,8752260000.0
Common Stock,1505000.0,1493000.0,1503000.0,1528000.0,1531000.0
Other Current Assets,16596000.0,6066000.0,8554000.0,10843000.0,17032000.0
Retained Earnings,2143873000.0,2543688000.0,3164144000.0,3795397000.0,4549713000.0
Other Liab,368518000.0,433009000.0,443738000.0,414539000.0,527736000.0
Good Will,2706974000.0,3143249000.0,3171179000.0,3365114000.0,3575785000.0
Treasury Stock,-492187000.0,-710859000.0,-718089000.0,-542687000.0,-832470000.0
Other Assets,479164000.0,778322000.0,775207000.0,898573000.0,1105715000.0
Cash,1048356000.0,723115000.0,728597000.0,1235653000.0,1432840000.0
Total Current Liabilities,1614109000.0,2102415000.0,1752453000.0,2139922000.0,2413484000.0
Deferred Long Term Asset Charges,243989000.0,404166000.0,390129000.0,497546000.0,612655000.0
Short Long Term Debt,9924000.0,13769000.0,17614000.0,27084000.0,74992000.0
Other Stockholder Equity,-65979000.0,-113177000.0,-92447000.0,-54074000.0,-49604000.0
Property Plant Equipment,266014000.0,309310000.0,429532000.0,949636000.0,965649000.0
Total Current Assets,1682593000.0,1543797000.0,1738917000.0,2549217000.0,2808341000.0
Long Term Investments,7826000.0,10892000.0,10951000.0,13200000.0,17638000.0
Net Tangible Assets,314803000.0,-24501000.0,632460000.0,1287968000.0,1440220000.0
Short Term Investments,,,,,147949000.0
Net Receivables,499401000.0,630742000.0,789307000.0,1027647000.0,885486000.0
Long Term Debt,134063000.0,125535000.0,120093000.0,100823000.0,25094000.0
Inventory,61884000.0,122407000.0,141518000.0,192333000.0,229023000.0
Accounts Payable,19954000.0,85046000.0,19815000.0,30003000.0,27413000.0
