,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Capital Surplus,9285000000.0,9305000000.0,9323000000.0,14837000000.0,19088000000.0,19104000000.0,19123000000.0,19142000000.0
Total Liab,6166000000.0,7323000000.0,7660000000.0,12205000000.0,14146000000.0,14356000000.0,13974000000.0,13192000000.0
Total Stockholder Equity,11740000000.0,11654000000.0,11569000000.0,18146000000.0,22638000000.0,23193000000.0,22837000000.0,23668000000.0
Other Current Liab,457000000.0,424000000.0,587000000.0,1345000000.0,1725000000.0,1752000000.0,1079000000.0,1026000000.0
Total Assets,17906000000.0,18977000000.0,19229000000.0,30351000000.0,36784000000.0,37549000000.0,36811000000.0,36860000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,173000000.0,153000000.0,107000000.0,106000000.0,93000000.0,95000000.0,79000000.0,60000000.0
Retained Earnings,3693000000.0,3582000000.0,3478000000.0,3308000000.0,3550000000.0,4087000000.0,3960000000.0,5047000000.0
Other Liab,2404000000.0,2374000000.0,1945000000.0,2527000000.0,2709000000.0,2916000000.0,2449000000.0,3468000000.0
Good Will,261000000.0,261000000.0,261000000.0,261000000.0,261000000.0,261000000.0,243000000.0,243000000.0
Treasury Stock,-1240000000.0,-1235000000.0,-1234000000.0,-1000000.0,-2000000.0,,-248000000.0,-523000000.0
Other Assets,167000000.0,144000000.0,153000000.0,157000000.0,158000000.0,158000000.0,171000000.0,131000000.0
Cash,180000000.0,1325000000.0,1442000000.0,668000000.0,93000000.0,581000000.0,3847000000.0,2385000000.0
Total Current Liabilities,1584000000.0,1688000000.0,1906000000.0,3243000000.0,4273000000.0,4535000000.0,4073000000.0,4056000000.0
Short Long Term Debt,139000000.0,140000000.0,140000000.0,,,244000000.0,244000000.0,244000000.0
Property Plant Equipment,16283000000.0,16152000000.0,16220000000.0,27381000000.0,34006000000.0,34289000000.0,30224000000.0,30237000000.0
Total Current Assets,1195000000.0,2420000000.0,2595000000.0,2552000000.0,2359000000.0,2841000000.0,6173000000.0,6249000000.0
Net Tangible Assets,11479000000.0,11393000000.0,11308000000.0,17885000000.0,22377000000.0,22932000000.0,22594000000.0,23425000000.0
Short Term Investments,85000000.0,67000000.0,123000000.0,177000000.0,152000000.0,144000000.0,193000000.0,871000000.0
Net Receivables,587000000.0,684000000.0,699000000.0,1274000000.0,1671000000.0,1681000000.0,1685000000.0,2440000000.0
Long Term Debt,2054000000.0,3148000000.0,3160000000.0,6177000000.0,6926000000.0,6685000000.0,6688000000.0,5446000000.0
Inventory,170000000.0,191000000.0,224000000.0,327000000.0,350000000.0,340000000.0,369000000.0,493000000.0
Accounts Payable,847000000.0,1003000000.0,1020000000.0,1739000000.0,2363000000.0,2390000000.0,2549000000.0,2638000000.0
