,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Capital Surplus,2217000000.0,2246000000.0,2248000000.0,2241000000.0
Total Liab,23101000000.0,23238000000.0,23171000000.0,23294000000.0
Total Stockholder Equity,14861000000.0,14941000000.0,14791000000.0,14643000000.0
Other Current Liab,567000000.0,628000000.0,316000000.0,654000000.0
Total Assets,37962000000.0,38179000000.0,37962000000.0,37937000000.0
Common Stock,256000000.0,255000000.0,254000000.0,251000000.0
Other Current Assets,128000000.0,90000000.0,134000000.0,120000000.0
Retained Earnings,12863000000.0,12911000000.0,12883000000.0,12737000000.0
Other Liab,8274000000.0,8319000000.0,8031000000.0,8395000000.0
Treasury Stock,-475000000.0,-471000000.0,-594000000.0,-586000000.0
Other Assets,805000000.0,795000000.0,1178000000.0,718000000.0
Cash,1143000000.0,1359000000.0,1115000000.0,998000000.0
Total Current Liabilities,1935000000.0,2005000000.0,2160000000.0,2249000000.0
Short Long Term Debt,85000000.0,89000000.0,579000000.0,501000000.0
Other Stockholder Equity,-475000000.0,-471000000.0,-594000000.0,-586000000.0
Property Plant Equipment,31217000000.0,31239000000.0,31778000000.0,31312000000.0
Total Current Assets,2350000000.0,2579000000.0,2318000000.0,2303000000.0
Long Term Investments,3590000000.0,3566000000.0,2688000000.0,3604000000.0
Net Tangible Assets,14861000000.0,14941000000.0,14791000000.0,14643000000.0
Net Receivables,822000000.0,883000000.0,848000000.0,944000000.0
Long Term Debt,12892000000.0,12914000000.0,12611000000.0,12650000000.0
Inventory,257000000.0,247000000.0,221000000.0,241000000.0
Accounts Payable,1268000000.0,1273000000.0,1016000000.0,1043000000.0
