,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,11100000000.0,13623000000.0,12393000000.0,10747000000.0,11383000000.0
Capital Surplus,81078000000.0,81268000000.0,81345000000.0,81418000000.0,81851000000.0
Total Liab,432593000000.0,434675000000.0,457637000000.0,519282000000.0,527200000000.0
Total Stockholder Equity,65171000000.0,56361000000.0,65190000000.0,65877000000.0,65471000000.0
Minority Interest,537000000.0,948000000.0,1752000000.0,837000000.0,2956000000.0
Deferred Long Term Liab,738000000.0,752000000.0,430000000.0,281000000.0,307000000.0
Other Current Liab,24177000000.0,24581000000.0,26203000000.0,72048000000.0,70352000000.0
Total Assets,498301000000.0,491984000000.0,525064000000.0,586481000000.0,596112000000.0
Common Stock,4766000000.0,4766000000.0,4766000000.0,4766000000.0,4766000000.0
Other Current Assets,36677000000.0,41961000000.0,41535000000.0,77132000000.0,77733000000.0
Retained Earnings,21457000000.0,20884000000.0,23084000000.0,15504000000.0,23785000000.0
Other Liab,298383000000.0,291915000000.0,317756000000.0,330980000000.0,346469000000.0
Good Will,1594000000.0,4082000000.0,4038000000.0,4074000000.0,4056000000.0
Treasury Stock,-42130000000.0,-50557000000.0,-44005000000.0,-35811000000.0,-44931000000.0
Other Assets,159367000000.0,156437000000.0,172016000000.0,172466000000.0,177013000000.0
Cash,2362000000.0,2873000000.0,2856000000.0,2827000000.0,2198000000.0
Total Current Liabilities,102570000000.0,108220000000.0,104531000000.0,149768000000.0,149658000000.0
Deferred Long Term Asset Charges,14033000000.0,15221000000.0,13146000000.0,12624000000.0,11714000000.0
Short Long Term Debt,,,,,68000000.0
Other Stockholder Equity,5465000000.0,-1413000000.0,4982000000.0,13511000000.0,6687000000.0
Property Plant Equipment,,,,906000000.0,1000000000.0
Total Current Assets,59615000000.0,65377000000.0,67707000000.0,109315000000.0,105500000000.0
Long Term Investments,266625000000.0,252465000000.0,268910000000.0,288973000000.0,297160000000.0
Net Tangible Assets,63471000000.0,51919000000.0,60819000000.0,61484000000.0,61115000000.0
Short Term Investments,10328000000.0,9532000000.0,13042000000.0,18023000000.0,13160000000.0
Net Receivables,10248000000.0,11011000000.0,10274000000.0,11333000000.0,12409000000.0
Long Term Debt,31640000000.0,34540000000.0,35350000000.0,37534000000.0,30095000000.0
Accounts Payable,78393000000.0,83639000000.0,78328000000.0,77720000000.0,79026000000.0
