,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,19019000000.0,11298000000.0,-3291000000.0,-10196000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,14041000000.0,-223000000.0,-5475000000.0,-6202000000.0
Net Borrowings,-342000000.0,1062000000.0,679000000.0,1618000000.0
Total Cash From Financing Activities,-5697000000.0,1249000000.0,7258000000.0,5058000000.0
Change To Operating Activities,-13633000000.0,-7415000000.0,-10781000000.0,-4368000000.0
Net Income,-6084000000.0,-6000000.0,3348000000.0,-5944000000.0
Change In Cash,630000000.0,621000000.0,-71000000.0,-57000000.0
Repurchase Of Stock,-6275000000.0,-1739000000.0,-500000000.0,-500000000.0
Effect Of Exchange Rate,-29000000.0,-11000000.0,16000000.0,49000000.0
Total Cash From Operating Activities,-7818000000.0,-394000000.0,-1807000000.0,1038000000.0
Depreciation,3874000000.0,5362000000.0,5006000000.0,4120000000.0
Other Cashflows From Investing Activities,-2143000000.0,200000000.0,1503000000.0,6000000.0
Dividends Paid,-1172000000.0,-1138000000.0,-1136000000.0,-1132000000.0
Change To Account Receivables,410000000.0,887000000.0,437000000.0,2586000000.0
Other Cashflows From Financing Activities,2092000000.0,3064000000.0,7230000000.0,5072000000.0
Change To Netincome,634000000.0,778000000.0,-729000000.0,7078000000.0
