,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,-2421000000.0,-2421000000.0,1000000000.0,3443000000.0,-4118000000.0,-602000000.0,-4945000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-2318000000.0,-2318000000.0,-981000000.0,1505000000.0,-3150000000.0,-1279000000.0,-356000000.0
Net Borrowings,-1256000000.0,-1256000000.0,-758000000.0,-1893000000.0,90000000.0,-1321000000.0,-1072000000.0
Total Cash From Financing Activities,1142000000.0,1142000000.0,1776000000.0,-2114000000.0,814000000.0,-1460000000.0,-975000000.0
Change To Operating Activities,-155000000.0,-155000000.0,-482000000.0,-1330000000.0,570000000.0,369000000.0,-1951000000.0
Net Income,0.0,288000000.0,-53000000.0,3876000000.0,99000000.0,1667000000.0,3746000000.0
Change In Cash,-245000000.0,-245000000.0,-377000000.0,14000000.0,-183000000.0,-227000000.0,-407000000.0
Repurchase Of Stock,-362000000.0,-362000000.0,-362000000.0,-362000000.0,-230000000.0,-1059000000.0,-941000000.0
Effect Of Exchange Rate,24000000.0,24000000.0,22000000.0,-17000000.0,-17000000.0,-6000000.0,-27000000.0
Total Cash From Operating Activities,907000000.0,907000000.0,-1194000000.0,640000000.0,2170000000.0,2954000000.0,515000000.0
Depreciation,663000000.0,663000000.0,897000000.0,1423000000.0,947000000.0,1220000000.0,1043000000.0
Other Cashflows From Investing Activities,-1296000000.0,-1296000000.0,-2745000000.0,-1950000000.0,584000000.0,54000000.0,317000000.0
Dividends Paid,-283000000.0,-283000000.0,-283000000.0,-283000000.0,-282000000.0,-276000000.0,-271000000.0
Change To Account Receivables,374000000.0,374000000.0,434000000.0,-2863000000.0,1482000000.0,-6000000.0,732000000.0
Other Cashflows From Financing Activities,2681000000.0,2681000000.0,2817000000.0,424000000.0,1236000000.0,1196000000.0,1309000000.0
Change To Netincome,-202000000.0,-202000000.0,-1349000000.0,-1222000000.0,-371000000.0,-594000000.0,-3872000000.0
