,2020-06-27,2020-09-26,2021-01-02,2021-04-03,2021-07-03,2021-10-02
Change To Liabilities,223943000.0,-20772000.0,-222207000.0,109197000.0,191121000.0,90716000.0
Total Cashflows From Investing Activities,-16146000.0,-461000.0,2000.0,-13604000.0,-2335000.0,-28465000.0
Net Borrowings,-395816000.0,-158418000.0,-4776000.0,-299170000.0,-7508000.0,-9147000.0
Total Cash From Financing Activities,-462196000.0,-211877000.0,-61272000.0,-354423000.0,-59498000.0,-62003000.0
Change To Operating Activities,44597000.0,104052000.0,-12505000.0,-63738000.0,32488000.0,119151000.0
Net Income,161181000.0,103278000.0,-332164000.0,-263262000.0,128676000.0,151777000.0
Change In Cash,-401569000.0,48398000.0,178049000.0,-368743000.0,134359000.0,214225000.0
Effect Of Exchange Rate,12392000.0,11721000.0,22072000.0,-17662000.0,882000.0,-10427000.0
Total Cash From Operating Activities,65423000.0,249015000.0,217247000.0,16946000.0,195310000.0,315120000.0
Depreciation,31334000.0,31565000.0,38176000.0,33341000.0,27016000.0,27132000.0
Other Cashflows From Investing Activities,4607000.0,1795000.0,4364000.0,1794000.0,5143000.0,1500000.0
Dividends Paid,-52213000.0,-52236000.0,-52253000.0,-52351000.0,-52368000.0,-52380000.0
Change To Inventory,25376000.0,-197958000.0,123310000.0,-122781000.0,-52368000.0,-117316000.0
Change To Account Receivables,-465828000.0,216255000.0,168934000.0,-63955000.0,-136151000.0,-1819000.0
Other Cashflows From Financing Activities,-14149000.0,312000.0,-5858000.0,-2902000.0,378000.0,-476000.0
Change To Netincome,41824000.0,9411000.0,450441000.0,383564000.0,1439000.0,42898000.0
Capital Expenditures,-20753000.0,-2521000.0,-4702000.0,-17804000.0,-7527000.0,-29989000.0
Issuance Of Stock,1615000.0,1615000.0,1615000.0,,,
Repurchase Of Stock,-18000.0,-1535000.0,,,,
