,2021-04-03,2021-01-02,2020-09-26,2020-06-27
Intangible Assets,1269932000.0,1578017000.0,1501161000.0,1478721000.0
Capital Surplus,304090000.0,307883000.0,306157000.0,302522000.0
Total Liab,6504772000.0,6884916000.0,7010151000.0,7033640000.0
Total Stockholder Equity,484481000.0,813958000.0,1149533000.0,1079320000.0
Other Current Liab,300415000.0,354216000.0,9389000.0,2473000.0
Total Assets,6989253000.0,7698874000.0,8159684000.0,8112960000.0
Common Stock,3491000.0,3488000.0,3483000.0,3481000.0
Other Current Assets,456403000.0,175995000.0,210617000.0,193422000.0
Retained Earnings,753785000.0,1069546000.0,1454676000.0,1404326000.0
Other Liab,536024000.0,681762000.0,667589000.0,683191000.0
Good Will,1150138000.0,1255630000.0,1246113000.0,1233184000.0
Treasury Stock,-576885000.0,-566959000.0,-614783000.0,-631009000.0
Other Assets,410504000.0,443801000.0,300324000.0,323724000.0
Cash,530403000.0,909437000.0,731481000.0,683114000.0
Total Current Liabilities,2003735000.0,2103368000.0,2022746000.0,2002248000.0
Deferred Long Term Asset Charges,355826000.0,373414000.0,200877000.0,200047000.0
Short Long Term Debt,34375000.0,263936000.0,,112512000.0
Other Stockholder Equity,-576885000.0,-566959000.0,-614783000.0,-631009000.0
Property Plant Equipment,874570000.0,1013039000.0,1014865000.0,1045526000.0
Total Current Assets,3284109000.0,3408387000.0,4097221000.0,4031805000.0
Net Tangible Assets,-1935589000.0,-2019689000.0,-1597741000.0,-1632585000.0
Net Receivables,807738000.0,831860000.0,984571000.0,1196826000.0
Long Term Debt,3649631000.0,3739434000.0,3972212000.0,3985631000.0
Inventory,1489565000.0,1491095000.0,2170552000.0,1958443000.0
Accounts Payable,976887000.0,948511000.0,1144190000.0,1152273000.0
Deferred Long Term Liab,,5120000.0,,
