,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,1287000000.0,708000000.0,552000000.0,693000000.0,742000000.0
Capital Surplus,9100000000.0,10490000000.0,11955000000.0,11222000000.0,11271000000.0
Total Liab,68432000000.0,65821000000.0,75844000000.0,82755000000.0,95243000000.0
Total Stockholder Equity,28236000000.0,34144000000.0,37005000000.0,36513000000.0,37202000000.0
Minority Interest,1295000000.0,3737000000.0,4842000000.0,8416000000.0,8467000000.0
Deferred Long Term Liab,2902000000.0,3920000000.0,3938000000.0,4283000000.0,5409000000.0
Other Current Liab,3772000000.0,3770000000.0,4624000000.0,4277000000.0,6110000000.0
Total Assets,97963000000.0,103702000000.0,117691000000.0,127684000000.0,140912000000.0
Common Stock,5000000.0,5000000.0,20000000.0,20000000.0,20000000.0
Other Current Assets,1457000000.0,1563000000.0,2673000000.0,1751000000.0,2980000000.0
Retained Earnings,19020000000.0,23837000000.0,25199000000.0,25363000000.0,25911000000.0
Other Liab,25779000000.0,21413000000.0,24392000000.0,25129000000.0,26646000000.0
Good Will,764000000.0,891000000.0,4204000000.0,4254000000.0,4844000000.0
Other Assets,8118000000.0,12592000000.0,8913000000.0,9102000000.0,10500000000.0
Cash,1714000000.0,638000000.0,600000000.0,1105000000.0,639000000.0
Total Current Liabilities,11243000000.0,17563000000.0,13853000000.0,15558000000.0,17437000000.0
Deferred Long Term Asset Charges,417000000.0,235000000.0,210000000.0,191000000.0,196000000.0
Short Long Term Debt,1673000000.0,2716000000.0,2124000000.0,4138000000.0,1785000000.0
Property Plant Equipment,72289000000.0,70334000000.0,82010000000.0,92466000000.0,100100000000.0
Total Current Assets,7181000000.0,6393000000.0,7408000000.0,7382000000.0,9288000000.0
Long Term Investments,8324000000.0,12784000000.0,14604000000.0,13787000000.0,15438000000.0
Net Tangible Assets,26185000000.0,32545000000.0,32249000000.0,31566000000.0,31616000000.0
Net Receivables,2737000000.0,2969000000.0,2807000000.0,2974000000.0,4108000000.0
Long Term Debt,31410000000.0,26782000000.0,37543000000.0,41944000000.0,50960000000.0
Inventory,1273000000.0,1223000000.0,1328000000.0,1552000000.0,1561000000.0
Accounts Payable,3235000000.0,2386000000.0,3631000000.0,4615000000.0,6935000000.0
Treasury Stock,111000000.0,-188000000.0,-169000000.0,-92000000.0,
Other Stockholder Equity,111000000.0,-188000000.0,-169000000.0,-92000000.0,
