,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,94052000.0,105586000.0,12670000.0,-95636000.0
Total Cashflows From Investing Activities,161851000.0,-269185000.0,-384255000.0,-481379000.0
Net Borrowings,-182596000.0,-360722000.0,-93293000.0,-84700000.0
Total Cash From Financing Activities,-594141000.0,-897838000.0,-558042000.0,-506290000.0
Change To Operating Activities,-17937000.0,-44474000.0,-38709000.0,104477000.0
Net Income,811665000.0,570267000.0,677918000.0,683451000.0
Change In Cash,404818000.0,-357743000.0,1032000.0,115822000.0
Repurchase Of Stock,-123466000.0,-941231000.0,-180650000.0,-134755000.0
Effect Of Exchange Rate,1474000.0,10645000.0,-1977000.0,-1319000.0
Total Cash From Operating Activities,835634000.0,798635000.0,945306000.0,1104810000.0
Depreciation,283278000.0,282580000.0,272287000.0,279051000.0
Other Cashflows From Investing Activities,-25333000.0,-39479000.0,-10150000.0,-2508000.0
Dividends Paid,-283959000.0,-283570000.0,-282197000.0,-284312000.0
Change To Inventory,605000.0,-85052000.0,-56870000.0,10519000.0
Change To Account Receivables,-43450000.0,-87573000.0,-7903000.0,122407000.0
Other Cashflows From Financing Activities,-4120000.0,687685000.0,-1902000.0,-2523000.0
Change To Netincome,-308506000.0,27595000.0,96350000.0,5953000.0
Capital Expenditures,-170068000.0,-170994000.0,-186804000.0,-165692000.0
