,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,1282624000.0,1134256000.0,1055014000.0,1083772000.0,1359522000.0
Capital Surplus,942485000.0,886016000.0,869719000.0,868882000.0,857636000.0
Total Liab,6275179000.0,5597105000.0,5636817000.0,5766301000.0,6214099000.0
Total Stockholder Equity,4383180000.0,2768666000.0,3032660000.0,3385773000.0,4189528000.0
Other Current Liab,145637000.0,121675000.0,182316000.0,280718000.0,392527000.0
Total Assets,10658359000.0,8365771000.0,8669477000.0,9152074000.0,10403627000.0
Common Stock,256992000.0,257822000.0,258552000.0,258982000.0,259457000.0
Other Current Assets,,1874000.0,2892000.0,2325000.0,2825000.0
Retained Earnings,8455501000.0,7815486000.0,8211257000.0,8608284000.0,9445245000.0
Other Liab,1146499000.0,826024000.0,773634000.0,775976000.0,803829000.0
Good Will,3686372000.0,3677328000.0,3783347000.0,4072542000.0,4558822000.0
Treasury Stock,-5271798000.0,-6190658000.0,-6306868000.0,-6350375000.0,-6372810000.0
Other Assets,2111276000.0,243936000.0,285349000.0,309158000.0,297242000.0
Cash,753964000.0,396221000.0,397253000.0,513075000.0,385504000.0
Total Current Liabilities,2141978000.0,1827421000.0,1748091000.0,1738798000.0,2250341000.0
Deferred Long Term Asset Charges,23127000.0,29433000.0,22199000.0,22199000.0,33062000.0
Other Stockholder Equity,-194759000.0,-243096000.0,-216026000.0,-153254000.0,-154052000.0
Property Plant Equipment,787940000.0,806497000.0,997337000.0,1067415000.0,1126332000.0
Total Current Assets,2790147000.0,2503754000.0,2548430000.0,2619187000.0,3061709000.0
Net Tangible Assets,-585816000.0,-2042918000.0,-1805701000.0,-1770541000.0,-1728816000.0
Net Receivables,1195446000.0,1241189000.0,1232084000.0,1152243000.0,1358954000.0
Long Term Debt,2986702000.0,2943660000.0,2985716000.0,3108829000.0,3018714000.0
Inventory,677043000.0,748796000.0,806141000.0,835804000.0,1191095000.0
Accounts Payable,882007000.0,969531000.0,920593000.0,853942000.0,1073568000.0
Short Long Term Debt,350402000.0,,,,
