,2017-05-31,2018-05-31,2019-05-31,2020-05-31,2021-05-31
Intangible Assets,283000000.0,285000000.0,283000000.0,274000000.0,269000000.0
Capital Surplus,5710000000.0,6384000000.0,7163000000.0,8299000000.0,
Total Liab,10852000000.0,12724000000.0,14677000000.0,23287000000.0,24973000000.0
Total Stockholder Equity,12407000000.0,9812000000.0,9040000000.0,8055000000.0,12767000000.0
Other Current Liab,552000000.0,697000000.0,2134000000.0,2459000000.0,306000000.0
Total Assets,23259000000.0,22536000000.0,23717000000.0,31342000000.0,37740000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,12767000000.0
Other Current Assets,217000000.0,240000000.0,1026000000.0,405000000.0,
Retained Earnings,6907000000.0,3517000000.0,1643000000.0,-191000000.0,
Other Liab,1907000000.0,3141000000.0,3005000000.0,2684000000.0,2955000000.0
Good Will,139000000.0,154000000.0,154000000.0,223000000.0,242000000.0
Treasury Stock,-213000000.0,-92000000.0,231000000.0,-56000000.0,
Other Assets,2787000000.0,2509000000.0,2011000000.0,2326000000.0,2921000000.0
Cash,3808000000.0,4249000000.0,4466000000.0,8348000000.0,9889000000.0
Total Current Liabilities,5474000000.0,6040000000.0,7866000000.0,8284000000.0,9674000000.0
Deferred Long Term Asset Charges,2516000000.0,1978000000.0,663000000.0,1206000000.0,2921000000.0
Short Long Term Debt,6000000.0,6000000.0,6000000.0,3000000.0,
Other Stockholder Equity,-213000000.0,-92000000.0,231000000.0,-56000000.0,
Property Plant Equipment,3989000000.0,4454000000.0,4744000000.0,7963000000.0,8017000000.0
Total Current Assets,16061000000.0,15134000000.0,16525000000.0,20556000000.0,26291000000.0
Net Tangible Assets,11985000000.0,9373000000.0,8603000000.0,7558000000.0,12256000000.0
Short Term Investments,2371000000.0,996000000.0,197000000.0,439000000.0,3587000000.0
Net Receivables,3677000000.0,3498000000.0,4272000000.0,2749000000.0,4463000000.0
Long Term Debt,3471000000.0,3468000000.0,3464000000.0,9406000000.0,9413000000.0
Inventory,5055000000.0,5261000000.0,5622000000.0,7367000000.0,6854000000.0
Accounts Payable,2048000000.0,2279000000.0,2612000000.0,2248000000.0,2836000000.0
