,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28
Intangible Assets,274000000.0,272000000.0,270000000.0,271000000.0,269000000.0,267000000.0,265000000.0,291000000.0
Total Liab,23287000000.0,24034000000.0,24196000000.0,24254000000.0,24973000000.0,23574000000.0,23993000000.0,23768000000.0
Total Stockholder Equity,8055000000.0,9224000000.0,10640000000.0,11931000000.0,12767000000.0,14343000000.0,14924000000.0,14809000000.0
Other Current Liab,2459000000.0,2374000000.0,2237000000.0,2238000000.0,2157000000.0,2302000000.0,1964000000.0,202000000.0
Total Assets,31342000000.0,33258000000.0,34836000000.0,36185000000.0,37740000000.0,37917000000.0,38917000000.0,38577000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,14809000000.0
Other Liab,2684000000.0,3046000000.0,3019000000.0,2984000000.0,2955000000.0,2992000000.0,2884000000.0,2748000000.0
Good Will,223000000.0,223000000.0,223000000.0,242000000.0,242000000.0,242000000.0,242000000.0,284000000.0
Other Assets,2326000000.0,2699000000.0,2691000000.0,2865000000.0,2921000000.0,3071000000.0,3404000000.0,3275000000.0
Cash,8348000000.0,8148000000.0,8635000000.0,8516000000.0,9889000000.0,10720000000.0,10751000000.0,8704000000.0
Total Current Liabilities,8284000000.0,8619000000.0,8871000000.0,8894000000.0,9674000000.0,8269000000.0,8857000000.0,8818000000.0
Deferred Long Term Asset Charges,1206000000.0,2694000000.0,2688000000.0,2847000000.0,2613000000.0,3002000000.0,3302000000.0,3275000000.0
Property Plant Equipment,7963000000.0,8127000000.0,8045000000.0,8107000000.0,8017000000.0,7947000000.0,7829000000.0,7765000000.0
Total Current Assets,20556000000.0,21937000000.0,23607000000.0,24700000000.0,26291000000.0,26390000000.0,27177000000.0,26962000000.0
Net Tangible Assets,7558000000.0,8729000000.0,10147000000.0,11418000000.0,12256000000.0,13834000000.0,14417000000.0,14234000000.0
Short Term Investments,439000000.0,1332000000.0,3177000000.0,4012000000.0,3587000000.0,2975000000.0,4352000000.0,4763000000.0
Net Receivables,2749000000.0,3813000000.0,3713000000.0,3669000000.0,4463000000.0,4341000000.0,3746000000.0,3827000000.0
Long Term Debt,9406000000.0,9408000000.0,9410000000.0,9412000000.0,9413000000.0,9415000000.0,9417000000.0,9418000000.0
Inventory,7367000000.0,6705000000.0,6090000000.0,6693000000.0,6854000000.0,6699000000.0,6506000000.0,7700000000.0
Accounts Payable,2248000000.0,1983000000.0,2154000000.0,2257000000.0,2836000000.0,2135000000.0,2795000000.0,2770000000.0
Capital Surplus,8299000000.0,8695000000.0,9336000000.0,9645000000.0,9965000000.0,10521000000.0,10990000000.0,
Other Current Assets,405000000.0,43000000.0,27000000.0,257000000.0,345000000.0,178000000.0,445000000.0,
Retained Earnings,-191000000.0,927000000.0,1730000000.0,2729000000.0,3179000000.0,3886000000.0,3786000000.0,
Treasury Stock,-56000000.0,-401000000.0,-429000000.0,-446000000.0,-380000000.0,-67000000.0,145000000.0,
Other Stockholder Equity,-56000000.0,-401000000.0,-429000000.0,-446000000.0,-380000000.0,-67000000.0,145000000.0,
Short Long Term Debt,3000000.0,1000000.0,,,,,,
