,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,246000000.0,-2376000000.0,-2000000.0,-758000000.0,-251000000.0,-1115000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,190000000.0,-1286000000.0,28000000.0,1008000000.0,681000000.0,1481000000.0
Total Cash From Financing Activities,8221000000.0,-860000000.0,4390000000.0,-2063000000.0,1105000000.0,5405000000.0
Change To Operating Activities,-243000000.0,-252000000.0,-32000000.0,-78000000.0,-405000000.0,-106000000.0
Issuance Of Stock,2000000.0,2000000.0,2000000.0,10000000.0,8000000.0,4000000.0
Net Income,113000000.0,211000000.0,215000000.0,350000000.0,328000000.0,262000000.0
Change In Cash,8456000000.0,-2170000000.0,4626000000.0,-896000000.0,1630000000.0,7088000000.0
Repurchase Of Stock,-3000000.0,-3000000.0,-8000000.0,-8000000.0,-451000000.0,-220000000.0
Total Cash From Operating Activities,45000000.0,-24000000.0,208000000.0,159000000.0,-156000000.0,202000000.0
Depreciation,29000000.0,27000000.0,26000000.0,25000000.0,26000000.0,25000000.0
Other Cashflows From Investing Activities,13000000.0,68000000.0,9000000.0,99000000.0,18000000.0,5000000.0
Dividends Paid,-96000000.0,-91000000.0,-101000000.0,-101000000.0,-100000000.0,-97000000.0
Other Cashflows From Financing Activities,10356000000.0,727000000.0,4499000000.0,836000000.0,1648000000.0,5718000000.0
Change To Netincome,111000000.0,1000000.0,6000000.0,-133000000.0,-111000000.0,5000000.0
Capital Expenditures,-14000000.0,-22000000.0,-28000000.0,-18000000.0,-17000000.0,-15000000.0
Net Borrowings,-2436000000.0,-1492000000.0,-10000000.0,-2800000000.0,,
