,2018-03-31,2019-03-31,2020-03-31,2021-03-31,2022-03-31
Change To Liabilities,27100000.0,-180700000.0,11400000.0,17600000.0,192700000.0
Total Cashflows From Investing Activities,-1011700000.0,-6811000000.0,-133200000.0,-173300000.0,-477700000.0
Net Borrowings,-74200000.0,5109800000.0,-1069900000.0,-1414600000.0,-1376000000.0
Total Cash From Financing Activities,-415300000.0,4663500000.0,-1438200000.0,-1864200000.0,-2327600000.0
Change To Operating Activities,14000000.0,-24200000.0,-13100000.0,-16700000.0,79400000.0
Issuance Of Stock,42000000.0,42600000.0,58800000.0,60300000.0,70500000.0
Net Income,255400000.0,355900000.0,570600000.0,349400000.0,1285500000.0
Change In Cash,-7400000.0,-472700000.0,-27600000.0,-121000000.0,37400000.0
Repurchase Of Stock,-44400000.0,-71800000.0,-68100000.0,-64600000.0,-509800000.0
Total Cash From Operating Activities,1419600000.0,1674800000.0,1543800000.0,1916500000.0,2842700000.0
Depreciation,615900000.0,876400000.0,1215600000.0,1153300000.0,1143500000.0
Other Cashflows From Investing Activities,-7100000.0,-18600000.0,-71500000.0,-89000000.0,-121700000.0
Dividends Paid,-337500000.0,-344400000.0,-350100000.0,-388300000.0,-503800000.0
Change To Inventory,-59200000.0,341600000.0,28800000.0,18400000.0,-177800000.0
Change To Account Receivables,-85300000.0,238800000.0,-53300000.0,-63700000.0,-74900000.0
Other Cashflows From Financing Activities,-1200000.0,-72700000.0,-8900000.0,-57000000.0,-8500000.0
Change To Netincome,171100000.0,126700000.0,-314500000.0,352600000.0,323100000.0
Capital Expenditures,-206800000.0,-228900000.0,-67600000.0,-92600000.0,-370100000.0
Investments,-808100000.0,1286900000.0,2700000.0,,
