,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,,,40770000.0,34070000.0,33370000.0,42030000.0,61513000.0
Capital Surplus,5794428000.0,5776267000.0,5881383000.0,5885682000.0,5887838000.0,6390547000.0,6884269000.0
Total Liab,5315060000.0,5457950000.0,5522648000.0,5560469000.0,6009822000.0,6084301000.0,6001474000.0
Total Stockholder Equity,3352557000.0,3267891000.0,3189435000.0,2956963000.0,2739505000.0,3051922000.0,3398109000.0
Minority Interest,852089000.0,780782000.0,880685000.0,1004359000.0,1125179000.0,1219576000.0,1330872000.0
Other Current Liab,115254000.0,115055000.0,115795000.0,116693000.0,116688000.0,120830000.0,124729000.0
Total Assets,9564471000.0,9551388000.0,9637533000.0,9566556000.0,9919271000.0,10400564000.0,10775220000.0
Common Stock,2951000.0,2945000.0,2966000.0,2968000.0,2968000.0,3083000.0,3181000.0
Other Current Assets,22043000.0,23273000.0,22762000.0,33428000.0,32700000.0,28170000.0,27451000.0
Other Liab,45607000.0,46861000.0,52208000.0,48568000.0,50482000.0,52331000.0,56241000.0
Treasury Stock,-2444822000.0,-2511321000.0,-2694914000.0,-2931687000.0,-3151301000.0,-3341708000.0,-3489341000.0
Other Assets,211098000.0,314436000.0,358694000.0,265086000.0,259148000.0,325500000.0,267131000.0
Cash,833000.0,927000.0,1409000.0,1172000.0,3370000.0,1063000.0,967000.0
Total Current Liabilities,579224000.0,529477000.0,501839000.0,496055000.0,789951000.0,634643000.0,573540000.0
Short Long Term Debt,86166000.0,1891000.0,1264000.0,894000.0,668000.0,427000.0,1140000.0
Other Stockholder Equity,-2444822000.0,-2511321000.0,-2694914000.0,-2931687000.0,-3151301000.0,-3341708000.0,-3489341000.0
Property Plant Equipment,8576475000.0,8409399000.0,8455671000.0,8457474000.0,8832455000.0,9332873000.0,9685558000.0
Total Current Assets,178840000.0,181198000.0,182165000.0,189815000.0,175126000.0,56259000.0,58557000.0
Long Term Investments,598058000.0,646355000.0,600233000.0,620111000.0,619172000.0,643902000.0,702461000.0
Net Tangible Assets,3352557000.0,3267891000.0,3148665000.0,2922893000.0,2706135000.0,3009892000.0,3336596000.0
Net Receivables,155956000.0,156996000.0,157992000.0,155206000.0,139047000.0,25741000.0,26860000.0
Long Term Debt,4498052000.0,4686991000.0,4785451000.0,4830348000.0,4981552000.0,5207160000.0,5191647000.0
Accounts Payable,107468000.0,99536000.0,107632000.0,103551000.0,118692000.0,113753000.0,136154000.0
