,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,1964000000.0,2075000000.0,2167000000.0,2274000000.0,2486000000.0
Capital Surplus,,,150000000.0,865000000.0,1343000000.0
Total Liab,44550000000.0,46979000000.0,54574000000.0,61739000000.0,55136000000.0
Total Stockholder Equity,994000000.0,3021000000.0,3267000000.0,657000000.0,14253000000.0
Minority Interest,30000000.0,16000000.0,16000000.0,12000000.0,16000000.0
Other Current Liab,844000000.0,1296000000.0,1407000000.0,1578000000.0,1273000000.0
Total Assets,45574000000.0,50016000000.0,57857000000.0,62408000000.0,69405000000.0
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
Other Current Assets,728000000.0,621000000.0,1025000000.0,2249000000.0,758000000.0
Retained Earnings,5852000000.0,8006000000.0,9105000000.0,6896000000.0,16179000000.0
Other Liab,11358000000.0,12920000000.0,14938000000.0,20139000000.0,14740000000.0
Good Will,3872000000.0,3811000000.0,3813000000.0,3367000000.0,3692000000.0
Treasury Stock,-4867000000.0,-4994000000.0,-5997000000.0,-7113000000.0,-3278000000.0
Other Assets,1817000000.0,1291000000.0,1403000000.0,1195000000.0,1256000000.0
Cash,3320000000.0,4225000000.0,5238000000.0,5910000000.0,10255000000.0
Total Current Liabilities,12886000000.0,14087000000.0,15413000000.0,17016000000.0,17569000000.0
Deferred Long Term Asset Charges,266000000.0,141000000.0,330000000.0,527000000.0,176000000.0
Short Long Term Debt,808000000.0,3000000.0,5000000.0,2553000000.0,2002000000.0
Other Stockholder Equity,-4830000000.0,-4962000000.0,-5971000000.0,-7093000000.0,-3262000000.0
Property Plant Equipment,22118000000.0,26576000000.0,33338000000.0,35327000000.0,37037000000.0
Total Current Assets,15718000000.0,16210000000.0,17103000000.0,20216000000.0,24934000000.0
Long Term Investments,85000000.0,53000000.0,33000000.0,29000000.0,
Net Tangible Assets,-4842000000.0,-2865000000.0,-2713000000.0,-4984000000.0,8075000000.0
Short Term Investments,749000000.0,810000000.0,503000000.0,406000000.0,338000000.0
Net Receivables,10516000000.0,10132000000.0,9824000000.0,11029000000.0,12855000000.0
Long Term Debt,20306000000.0,19578000000.0,21515000000.0,21758000000.0,19515000000.0
Inventory,404000000.0,421000000.0,511000000.0,620000000.0,717000000.0
Accounts Payable,3934000000.0,5188000000.0,5555000000.0,6455000000.0,7523000000.0
