,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,110000000.0,-3000000.0,-1000000.0,56000000.0,17000000.0,-13000000.0,-6000000.0,-8000000.0
Change To Liabilities,484000000.0,167000000.0,1354000000.0,-261000000.0,317000000.0,-36000000.0,1245000000.0,-743000000.0
Total Cashflows From Investing Activities,-1009000000.0,-1163000000.0,-2177000000.0,-766000000.0,32000000.0,-866000000.0,-2218000000.0,-572000000.0
Net Borrowings,-1757000000.0,-1385000000.0,-1184000000.0,-831000000.0,-1270000000.0,-512000000.0,-160000000.0,-18000000.0
Total Cash From Financing Activities,-2566000000.0,-2157000000.0,-1961000000.0,-1945000000.0,-2093000000.0,-1818000000.0,-967000000.0,-1970000000.0
Change To Operating Activities,917000000.0,530000000.0,-102000000.0,742000000.0,-373000000.0,258000000.0,-409000000.0,-163000000.0
Issuance Of Stock,61000000.0,90000000.0,71000000.0,78000000.0,63000000.0,55000000.0,55000000.0,67000000.0
Net Income,1768000000.0,1957000000.0,-3347000000.0,4792000000.0,2676000000.0,2329000000.0,3093000000.0,2662000000.0
Change In Cash,-142000000.0,26000000.0,-2930000000.0,1821000000.0,1877000000.0,604000000.0,43000000.0,1953000000.0
Repurchase Of Stock,-11000000.0,,-500000000.0,-500000000.0,-500000000.0,-500000000.0,-254000000.0,-254000000.0
Effect Of Exchange Rate,36000000.0,10000000.0,32000000.0,1000000.0,15000000.0,-19000000.0,-18000000.0,15000000.0
Total Cash From Operating Activities,3397000000.0,3336000000.0,1176000000.0,4531000000.0,3923000000.0,3307000000.0,3246000000.0,4480000000.0
Depreciation,661000000.0,677000000.0,712000000.0,722000000.0,739000000.0,738000000.0,754000000.0,764000000.0
Other Cashflows From Investing Activities,-1000000.0,-9000000.0,-26000000.0,-6000000.0,-5000000.0,35000000.0,-6000000.0,-22000000.0
Dividends Paid,-843000000.0,-845000000.0,-846000000.0,-858000000.0,-860000000.0,-860000000.0,-859000000.0,-1284000000.0
Change To Account Receivables,-1118000000.0,247000000.0,-1914000000.0,435000000.0,4000000.0,-460000000.0,-2126000000.0,1227000000.0
Other Cashflows From Financing Activities,-16000000.0,-17000000.0,-2000000.0,-334000000.0,-26000000.0,-1000000.0,-3000000.0,-481000000.0
Change To Netincome,685000000.0,-242000000.0,4473000000.0,-1899000000.0,560000000.0,478000000.0,689000000.0,733000000.0
Capital Expenditures,-1132000000.0,-1154000000.0,-2193000000.0,-834000000.0,-836000000.0,-900000000.0,-1624000000.0,-548000000.0
