,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,360000000.0,-87000000.0,322000000.0,106000000.0
Change To Liabilities,599000000.0,1034000000.0,419000000.0,904000000.0
Total Cashflows From Investing Activities,-4971000000.0,-6330000000.0,-6061000000.0,-5283000000.0
Net Borrowings,7827000000.0,-1622000000.0,2419000000.0,-851000000.0
Total Cash From Financing Activities,3287000000.0,-5692000000.0,-1727000000.0,-4517000000.0
Change To Operating Activities,-1027000000.0,1429000000.0,434000000.0,1739000000.0
Issuance Of Stock,247000000.0,240000000.0,218000000.0,285000000.0
Net Income,4905000000.0,4791000000.0,4440000000.0,1343000000.0
Change In Cash,-152000000.0,598000000.0,871000000.0,672000000.0
Repurchase Of Stock,-1813000000.0,-1011000000.0,-1004000000.0,-224000000.0
Effect Of Exchange Rate,53000000.0,-91000000.0,20000000.0,13000000.0
Total Cash From Operating Activities,1479000000.0,12711000000.0,8639000000.0,10459000000.0
Depreciation,2282000000.0,2207000000.0,2357000000.0,2698000000.0
Other Cashflows From Investing Activities,1000000.0,1000000.0,-75000000.0,-41000000.0
Dividends Paid,-2771000000.0,-3011000000.0,-3194000000.0,-3374000000.0
Change To Account Receivables,-1022000000.0,-421000000.0,-717000000.0,-1562000000.0
Other Cashflows From Financing Activities,-203000000.0,-288000000.0,-166000000.0,-353000000.0
Change To Netincome,-4258000000.0,3671000000.0,1706000000.0,5337000000.0
Capital Expenditures,-5227000000.0,-6283000000.0,-6380000000.0,-5412000000.0
