,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,2207000000.0,2289000000.0,2274000000.0,2268000000.0,2238000000.0,2224000000.0,2486000000.0
Capital Surplus,255000000.0,490000000.0,865000000.0,1049000000.0,1329000000.0,1088000000.0,1343000000.0
Total Liab,57681000000.0,56800000000.0,61739000000.0,56153000000.0,54047000000.0,53682000000.0,55136000000.0
Total Stockholder Equity,4363000000.0,5592000000.0,657000000.0,7147000000.0,10805000000.0,12041000000.0,14253000000.0
Minority Interest,13000000.0,14000000.0,12000000.0,12000000.0,17000000.0,16000000.0,16000000.0
Other Current Liab,1906000000.0,1769000000.0,1578000000.0,1896000000.0,1348000000.0,1344000000.0,1273000000.0
Total Assets,62057000000.0,62406000000.0,62408000000.0,63312000000.0,64869000000.0,65739000000.0,69405000000.0
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
Other Current Assets,1445000000.0,1310000000.0,2249000000.0,2571000000.0,1583000000.0,1470000000.0,758000000.0
Retained Earnings,10032000000.0,11115000000.0,6896000000.0,10748000000.0,12531000000.0,13973000000.0,16179000000.0
Other Liab,15734000000.0,15521000000.0,20139000000.0,15396000000.0,14201000000.0,14423000000.0,14740000000.0
Good Will,3787000000.0,3816000000.0,3367000000.0,3346000000.0,3357000000.0,3332000000.0,3692000000.0
Treasury Stock,-5933000000.0,-6022000000.0,-7113000000.0,-4659000000.0,-3064000000.0,-3029000000.0,-3278000000.0
Other Assets,1363000000.0,1152000000.0,1195000000.0,1190000000.0,1066000000.0,1004000000.0,1256000000.0
Cash,8813000000.0,8839000000.0,5910000000.0,7731000000.0,9608000000.0,10212000000.0,10255000000.0
Total Current Liabilities,16271000000.0,15456000000.0,17016000000.0,16306000000.0,15770000000.0,15472000000.0,17569000000.0
Deferred Long Term Asset Charges,277000000.0,277000000.0,527000000.0,243000000.0,187000000.0,181000000.0,176000000.0
Short Long Term Debt,1666000000.0,1096000000.0,2553000000.0,1053000000.0,1001000000.0,1000000000.0,2002000000.0
Other Stockholder Equity,-5913000000.0,-6002000000.0,-7093000000.0,-4644000000.0,-3048000000.0,-3013000000.0,-3262000000.0
Property Plant Equipment,34437000000.0,35186000000.0,35327000000.0,35499000000.0,36199000000.0,36319000000.0,37037000000.0
Total Current Assets,20226000000.0,19930000000.0,20216000000.0,20985000000.0,21988000000.0,22843000000.0,24934000000.0
Net Tangible Assets,-1631000000.0,-513000000.0,-4984000000.0,1533000000.0,5210000000.0,6485000000.0,8075000000.0
Short Term Investments,403000000.0,402000000.0,406000000.0,351000000.0,346000000.0,348000000.0,338000000.0
Net Receivables,9533000000.0,9361000000.0,11029000000.0,10332000000.0,10451000000.0,10813000000.0,12855000000.0
Long Term Debt,22881000000.0,23027000000.0,21758000000.0,21636000000.0,20684000000.0,20575000000.0,19515000000.0
Inventory,,,620000000.0,,,,717000000.0
Accounts Payable,5271000000.0,5609000000.0,6455000000.0,6305000000.0,6563000000.0,6445000000.0,7523000000.0
Long Term Investments,37000000.0,33000000.0,29000000.0,24000000.0,21000000.0,17000000.0,
