,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,15100000.0,10700000.0,19200000.0,-32100000.0,-150800000.0
Change To Liabilities,18100000.0,39800000.0,-29800000.0,63900000.0,49900000.0
Total Cashflows From Investing Activities,-1436500000.0,-25600000.0,-15900000.0,-430500000.0,-352700000.0
Net Borrowings,1243900000.0,-25000000.0,-350000000.0,338700000.0,90000000.0
Total Cash From Financing Activities,1099700000.0,-371600000.0,-662900000.0,-201700000.0,-200300000.0
Change To Operating Activities,-49400000.0,-39600000.0,-3000000.0,836400000.0,-222900000.0
Issuance Of Stock,2000000.0,2100000.0,9300000.0,200000.0,
Net Income,401700000.0,426500000.0,374900000.0,468200000.0,529000000.0
Change In Cash,46200000.0,131600000.0,-45800000.0,828200000.0,34700000.0
Repurchase Of Stock,-26100000.0,-161800000.0,-167900000.0,-363300000.0,-87500000.0
Effect Of Exchange Rate,8600000.0,-5900000.0,200000.0,1600000.0,-9100000.0
Total Cash From Operating Activities,374400000.0,534700000.0,632800000.0,1458800000.0,596800000.0
Depreciation,174300000.0,185100000.0,163100000.0,151600000.0,160100000.0
Other Cashflows From Investing Activities,500000.0,500000.0,500000.0,500000.0,600000.0
Dividends Paid,-118100000.0,-130300000.0,-150000000.0,-170600000.0,-193300000.0
Change To Account Receivables,-20600000.0,-70300000.0,50300000.0,-90000000.0,12000000.0
Other Cashflows From Financing Activities,-2000000.0,-56600000.0,-4300000.0,-6700000.0,-9500000.0
Change To Netincome,-169000000.0,-11500000.0,27000000.0,-13300000.0,11800000.0
Capital Expenditures,-37500000.0,-36300000.0,-35100000.0,-47400000.0,-51000000.0
